 	ho	finito	di	scrivere	</S>
s	0.466827395	0.100541561	0.01699296125	0.0207926619	0.3948454
p	0.368315051667	0.222310767	0.0169404518167	0.0194120961	0.373021628333
ì	0.345329350556	0.378338305667	0.0128055593389	0.0109597515	0.252567031111
c	0.226215536852	0.360775831889	0.014058469113	0.0128478018333	0.38610237037
c	0.225192888951	0.416936007296	0.013744192371	0.00945140772777	0.33467551099
e	0.190245502984	0.557475652432	0.098993527457	0.00527623089259	0.14800909653
t	0.0847141299947	0.380155247477	0.174618835819	0.0228243848309	0.337687404177
s	0.0415084156649	0.141909421159	0.387898605273	0.037848378277	0.390835221392
a	0.0290988852216	0.0588736407197	0.676397148424	0.0440774170923	0.191552970464
à	0.0134525636405	0.0249700839066	0.746012862808	0.0992873900308	0.116277125155
t	0.0051358088335	0.0183408633022	0.607848467603	0.15426144001	0.214413423385
s	0.0055578966645	0.0173144257674	0.412916989201	0.282372240003	0.281838441128
e	0.00742418455483	0.0121902655891	0.256599663067	0.509553733334	0.214232150376
g	0.00594478625161	0.0126577795297	0.133737694356	0.498990371111	0.348669376792
r	0.0141127301505	0.0195669235099	0.0779552501187	0.492607033704	0.395758092264
à	0.0154258148102	0.02083217617	0.0309863235396	0.662478677901	0.270277040755
t	0.00626433203007	0.0193384587233	0.0133560324132	0.528158912634	0.432882256918
s	0.0225228853434	0.0264783212411	0.00641864263773	0.384071714211	0.560508418973
i	0.0290160894478	0.0349483320804	0.00557397284591	0.40170649807	0.528755106324
</S>	0.0177514342239	0.0390296960402	0.00603429122296	0.370539729035	0.566644853162
