 	non	aveva	da	stare	</S>
e	0.484641073	0.044491961	0.00105873466	0.06687919742	0.402929004
n	0.177235316	0.299692851	0.01688872802	0.08644286014	0.419740239333
ì	0.0612412262	0.699406530333	0.02254459034	0.04849311313	0.168314564374
c	0.0228698903	0.753195723444	0.0167467211133	0.116311089793	0.0908765980547
h	0.00892953924333	0.760394394481	0.0266059217044	0.139015018774	0.0650551349616
e	0.00889414352444	0.60416973016	0.130078053901	0.066992609768	0.189865473931
n	0.00881532292481	0.239297353387	0.2232980913	0.191680574589	0.33690866131
a	0.0188475187249	0.0913362344623	0.181073303767	0.298687484863	0.410055447103
s	0.0222707214583	0.0384829188208	0.148590571256	0.331376378288	0.459279375701
t	0.00799675830277	0.0177399998403	0.115164288419	0.559560742763	0.299538188567
a	0.00342893586759	0.00758705934677	0.0516583635397	0.767408864254	0.169916802856
s	0.00164441089586	0.00900030094892	0.0425963255799	0.690933838085	0.255825150952
ì	0.000869941151953	0.0397486416496	0.05243066586	0.544300036028	0.362650700317
</S>	0.000731727695977	0.0659880428248	0.04667142143	0.506922478014	0.379686285159
