 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.458350557	0.056044622	0.00757670615	0.0044639827	0.00412503407	0.00544580865	0.00971754178	0.0038424197	0.0072347262	0.007405644035	0.435792945
n	0.160560762397	0.270832517333	0.0618684633833	0.0211753779	0.01858731159	0.0110442342167	0.0103823898267	0.0048001311	0.0073865984	0.00783451307833	0.425527718333
è	0.053607302299	0.645257629111	0.0783088971278	0.0246300593	0.0209667229167	0.00945461187423	0.00418409191557	0.00273976424933	0.00268303925367	0.00334024735878	0.154827700716
r	0.0189787399697	0.768324709704	0.0638009917093	0.0146871297667	0.0124976526922	0.00718154309341	0.00241553977852	0.00240168893244	0.00134675407156	0.00241322825226	0.10595210151
k	0.00746054766323	0.791032823235	0.0664801112364	0.0146079342556	0.0147182902307	0.00871049626447	0.00182437061151	0.00236901630415	0.00089946012852	0.00223591705075	0.08966107201
e	0.00255046491108	0.714097161078	0.0799652910788	0.0858272600852	0.0521991140769	0.0309051526548	0.00209262248917	0.00094762235805	0.000369276334173	0.00089661459525	0.0301494290433
s	0.00098833092036	0.476965800359	0.17611138036	0.133206006695	0.0984152346923	0.0552378065516	0.00556881382972	0.00663318688268	0.000982349898058	0.00170650767675	0.0441845932144
e	0.000628878726787	0.314435576786	0.23897712012	0.205746982232	0.113119383564	0.0571370331839	0.00665329427657	0.00873632631423	0.00136995146602	0.00215607275892	0.0510394366715
k	0.000716442262262	0.196055652262	0.257255333373	0.265692844077	0.127834536521	0.0913506563946	0.0107426310922	0.00674619112474	0.00295231615534	0.00524296211964	0.0354104978238
a	0.000694872520754	0.109162917421	0.207764884458	0.316463351359	0.17477592884	0.133053038798	0.0127840620307	0.00623911137491	0.00347201815178	0.00622556604988	0.0293642607413
i	0.000416105086918	0.0463512764737	0.0994927841527	0.402176270453	0.206300949613	0.167522406266	0.0365887906769	0.0065475514583	0.00764806825059	0.00344827712663	0.0235075057138
m	0.00104356837564	0.0215069186579	0.0527479230509	0.356502106818	0.198865109871	0.241178948755	0.049934871559	0.0109514118194	0.0117509940835	0.0132258208089	0.0422923292379
è	0.00121527574188	0.0152079007193	0.034260675017	0.324135062273	0.25013441329	0.267880239585	0.0299797071863	0.0134246372731	0.0077051506945	0.0160511114363	0.0400058239126
r	0.00145853143063	0.0131970859064	0.0356004620057	0.331303587424	0.261880361097	0.244953246528	0.0188851150621	0.012492788091	0.00480844339817	0.0301710336454	0.0452493354709
i	0.00173447419688	0.0106491443021	0.0325127337352	0.254120282475	0.196422933699	0.304270095509	0.078188252354	0.027837974697	0.0133366556327	0.0346948721151	0.0462325824903
è	0.000796401743293	0.00706886176737	0.0134577468784	0.134674336825	0.141880824566	0.309086678503	0.139176640785	0.141674779899	0.0346492302109	0.036291841605	0.0412426348301
s	0.00106829103876	0.00672897925579	0.0120704991928	0.105085971608	0.114775861522	0.254858566168	0.0971970992617	0.170591390633	0.0343232444036	0.102828447202	0.10047161161
s	0.00116157528192	0.00573166648526	0.0105066396976	0.0904689868693	0.119747373841	0.391414278723	0.0509726314206	0.101103657544	0.0188682521345	0.106817774067	0.103207161203
u	0.000806607696307	0.00592762589509	0.0054190199992	0.0464328702898	0.0933034456137	0.408022202908	0.131093259807	0.162984849181	0.0425192137115	0.047657910689	0.055833004401
m	0.00423873006544	0.0105219192984	0.00743883413307	0.0471455797633	0.0623464328712	0.345860454303	0.174457264936	0.158604344727	0.0569963092372	0.0503260812297	0.082064061467
u	0.00556714472181	0.0153080934328	0.00863199957769	0.0476635059211	0.0509620116237	0.309167828101	0.173677546645	0.178996699909	0.0640902910791	0.0527928807432	0.093142016489
a	0.00247018842727	0.0138061146443	0.0058967411259	0.024391251307	0.0305501162079	0.1523326057	0.247944042215	0.24712576997	0.172936493693	0.0347597939144	0.067786858163
v	0.00257398982909	0.0095593750481	0.00522597210863	0.028297066769	0.0375720804026	0.240526398233	0.208086624072	0.16322535399	0.183262395898	0.0440299029715	0.0776407880543
ò	0.00259732419036	0.00741603834937	0.00424470716954	0.0281218462897	0.0384448641675	0.264423911878	0.0977262796907	0.273558928663	0.118906206633	0.0865664859905	0.0779933860181
r	0.0144967437775	0.00542606791646	0.00433031328985	0.0118823570299	0.0150779007558	0.0939102137593	0.0418610345636	0.309798293888	0.096981738211	0.277177551997	0.129057776673
a	0.0188824977592	0.00889995377215	0.00527381389662	0.0081151277433	0.0101821139186	0.0409550992531	0.0296289011879	0.155305148963	0.115905575404	0.413287920666	0.193563832224
s	0.0112231767531	0.0112890669241	0.00492532886554	0.00596525031443	0.00937788077287	0.0275773430844	0.0408485770626	0.105562483988	0.164467188468	0.342358110222	0.276405577408
o	0.00870870865103	0.0139332666414	0.00588706062185	0.00613221100481	0.0114468047243	0.0244549203615	0.0354991936875	0.0634853163293	0.156337826156	0.346479656741	0.327635012469
t	0.00349537457034	0.0129456239471	0.00461827254062	0.00506823075827	0.0111260765748	0.0181730464538	0.0194328308958	0.0552780861098	0.138149362052	0.365988432247	0.365724650823
o	0.00149902704345	0.00993339738237	0.00308826078021	0.00306190970942	0.0081899881916	0.0133629281513	0.0114187947653	0.0474574873699	0.110885222017	0.421189097416	0.369913893608
t	0.000747124114483	0.00871546962746	0.00248025342674	0.00235465440314	0.00698279856387	0.0115727823838	0.00816870372177	0.0404887571233	0.106402968672	0.451013602472	0.361072907869
