 	li	vestono	i	genitori	</S>
t	0.1772536875	0.22656082	0.03302896365	0.059930046	0.503226535
u	0.257624630833	0.303831256667	0.04239727255	0.0595590086667	0.336587878333
s	0.269488927911	0.402850145556	0.0769911655167	0.0525358978889	0.198133896111
i	0.107019469604	0.513573581852	0.126383338506	0.0595484042963	0.19347523537
n	0.0523809164113	0.640498273951	0.112533784835	0.0379420184321	0.15664499779
d	0.0236332120138	0.811096671317	0.0644799236117	0.031021703144	0.0697684765967
ì	0.0154065423379	0.843200657106	0.0455080058706	0.0351179777147	0.0607668235322
n	0.0146601767793	0.608640842369	0.0430561476235	0.0637896762382	0.269853151177
n	0.0136372120598	0.570981057456	0.0425764982078	0.0606198896461	0.312185312559
o	0.00777731871993	0.580411872485	0.231638870736	0.0450827654487	0.135089156353
n	0.00560128227331	0.348055064162	0.374562530245	0.0993768451496	0.172404288784
e	0.00833507822444	0.219796951387	0.339857440082	0.200539321717	0.231471172928
i	0.00914630600815	0.108884887796	0.376959593361	0.290150793906	0.214858367643
g	0.00459372280272	0.0551774482653	0.321665967787	0.333268884635	0.285293955881
e	0.00543565946757	0.0365273127551	0.164249885596	0.473546658212	0.320240508627
n	0.00460619254252	0.032289322585	0.090281711532	0.609203236071	0.263619559542
i	0.00255176223417	0.0268336035283	0.059161298844	0.654916155357	0.256537169847
t	0.00181732415139	0.0192527065094	0.0306506006147	0.709376728452	0.238902633282
ò	0.000661505381797	0.0157076091698	0.0186222639382	0.781249909484	0.183758697761
r	0.0011249169186	0.0067037438566	0.00717606440273	0.663959179828	0.321036092587
i	0.0020594875062	0.00381955321887	0.00319253145758	0.475374419943	0.515554017529
</S>	0.0022214792531	0.00370757980943	0.00246886767879	0.458186484971	0.533415588765
