 	devo	pulire	l	albero	</S>
è	0.86209665	0.1180698975	0.004256684925	0.00954489425	0.0060319904
n	0.87579675	0.0783929308333	0.034752361975	0.00429136021667	0.00676672006667
a	0.895829863333	0.0528223759444	0.042682619925	0.00210600005822	0.00655923985422
k	0.635700179778	0.0892640709815	0.159115315908	0.0646854483721	0.0512350287834
a	0.256425355259	0.390246700327	0.199910577969	0.0858656556707	0.0675516749278
t	0.321795255086	0.526603423442	0.083318507323	0.0305667200036	0.0377160486426
à	0.313968221695	0.594342764481	0.0492545001077	0.0142621923345	0.0281723304475
r	0.109058390032	0.654773204827	0.0405653823692	0.125875617878	0.0697274327158
o	0.0393396114773	0.399455844942	0.235029827456	0.221843525959	0.104331207572
t	0.0189414811591	0.182455391314	0.409634199152	0.18284220532	0.206126722524
o	0.014890877053	0.0769406607713	0.363265739717	0.244590821773	0.300311894175
n	0.0147381570177	0.0406165729238	0.277176209906	0.287499330591	0.379969701392
à	0.0129679840059	0.0408578283079	0.196126766635	0.382033790197	0.368013590464
r	0.00727541661197	0.038397667436	0.114758935412	0.617750243399	0.221817716821
b	0.00302831088066	0.0221897744787	0.0414544207707	0.792791074466	0.140536426274
u	0.00360122802689	0.0186524508262	0.0166487273569	0.851184704822	0.109912896091
r	0.0040997275423	0.0165787502754	0.0089394582523	0.793965548274	0.176416518697
o	0.00333139088077	0.0172469267585	0.0081575148841	0.634499462758	0.336764729566
</S>	0.00340616969038	0.0173583783793	0.00864953894205	0.518043031379	0.452542914783
