 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.4564521775	0.0237858165	0.0108017099	0.013086954585	0.00592030174	0.006243283327	0.00102776448	0.00068209882	0.00087565433	0.011398024965	0.46972625
n	0.155171066687	0.241080030833	0.0421250746333	0.036576828195	0.01026952658	0.00852126327567	0.00310980802667	0.000948289906667	0.00213760031	0.0135587423217	0.48650178
ì	0.051796267068	0.637976376944	0.0466865151444	0.0361149425517	0.007923490546	0.00517476273522	0.00343394863422	0.000824650020222	0.00220774564267	0.00702531557057	0.200835945843
c	0.0196281445083	0.614940958981	0.0210085333148	0.0253950040039	0.00641997520133	0.00576001922174	0.00395750383674	0.00134389812474	0.00224865562022	0.00627510965352	0.293022137791
h	0.00920839785277	0.59895836966	0.0171108307716	0.0239563435013	0.00612468640044	0.00597984204391	0.00454546394558	0.00180323570825	0.00244905849341	0.00603837631451	0.323825391084
e	0.00340393341559	0.591732329887	0.111155975257	0.156730633334	0.00778500146681	0.0149966046513	0.00201289166186	0.00091267746175	0.0010209853698	0.00205393536484	0.108195056921
n	0.0012196841532	0.314505383296	0.207531535086	0.293341164445	0.0271097541556	0.0278265145504	0.010354498234	0.00192719701292	0.00627355504193	0.00356307095161	0.10634766038
d	0.00156338985107	0.376606511099	0.154307870362	0.200251830148	0.0345275747185	0.0204025553835	0.0237531457447	0.0329297498376	0.0193919966806	0.0225452226505	0.11372016546
ì	0.00161911182302	0.4254449937	0.235922168787	0.152541585383	0.0226650354062	0.00866847106117	0.0196032790149	0.0420618681792	0.0181422788069	0.0263706827502	0.0469605389867
s	0.00172968741367	0.399370954567	0.297371279596	0.156137335128	0.0274359879687	0.00558696708706	0.028817156105	0.0312502526264	0.0149508351823	0.0103759277834	0.0269736148289
o	0.00177706968122	0.315659964522	0.246470263199	0.250625598376	0.0673943616562	0.0184039266957	0.0333221369017	0.0280301318088	0.0141823351274	0.0046947135158	0.019439473623
n	0.00062992722474	0.109920959774	0.204032307733	0.459903452792	0.0972594058854	0.0359370095652	0.0217045388339	0.0112280482029	0.00888466444247	0.00330905609327	0.0471905998877
t	0.00022834067308	0.0394383985247	0.099150796911	0.615457147597	0.102074037295	0.0542267358551	0.016691424078	0.00512912164763	0.00690618731416	0.00298232139776	0.0577154885292
a	0.000191716068193	0.0143595806749	0.0592739633037	0.663969742532	0.152994992432	0.0656965059517	0.0120640611593	0.00343537212921	0.00379894383805	0.00177292899925	0.0224422382431
i	0.000185589069398	0.0058402545483	0.0420350754346	0.555488397511	0.227570890811	0.130238145984	0.0133919323864	0.0036087151764	0.00355577124602	0.00325329559975	0.014831991581
k	0.000263649503133	0.00262171983943	0.0218227404782	0.477330645837	0.238831276937	0.168832837328	0.0239406071288	0.00612568652547	0.00563870914867	0.00778098263325	0.0468111691937
i	0.000349825951044	0.00299376467981	0.0215197578261	0.429854608612	0.296503698979	0.123325027776	0.0417700880429	0.0108882908418	0.00916240538289	0.00857939411108	0.0550531130646
a	0.000192304726015	0.0030108653266	0.019143759042	0.294579806204	0.371595012993	0.203802092592	0.0479884390143	0.0122592444473	0.011496980461	0.00809905027036	0.0278324176882
t	8.1375487005e-05	0.00205786077553	0.009069786714	0.170191565401	0.286239844331	0.234602454197	0.126690038338	0.0143693229824	0.0355928491537	0.0303043684235	0.0908005358961
è	3.86172686683e-05	0.00196709352518	0.003986922958	0.091065009367	0.147429634777	0.118913559732	0.336359772779	0.0689555023275	0.0841616063846	0.0387392874745	0.108382990632
r	0.000283020696556	0.00187646524173	0.00395235443933	0.055164640689	0.089574328259	0.0530244949107	0.452000410926	0.123214287443	0.0980742367949	0.0367616091582	0.086074155544
a	0.000422344732185	0.00156842231391	0.00504355331311	0.0471113018963	0.224387546086	0.0668952283036	0.334069530309	0.115956679148	0.095911490265	0.0321933151527	0.0764406107813
i	0.000210263187395	0.00188392873797	0.00491988150437	0.0319578552988	0.293200258695	0.144930242768	0.232567843436	0.096451051716	0.117190980088	0.0279919131509	0.0486957891938
n	0.000100035721798	0.00216117841266	0.00389487279146	0.0275038400996	0.174523692898	0.159336390923	0.270241331145	0.0665995202387	0.118103190029	0.0531326003836	0.124403336398
ì	5.34883977527e-05	0.00131136224755	0.00162313186449	0.0162939206765	0.0842911969993	0.0853266436743	0.369727933715	0.114438894413	0.14985331001	0.0483921501279	0.128687955933
c	9.44326370709e-05	0.000850883559183	0.000841254045497	0.0075012810355	0.0406029743664	0.0350998945914	0.473052224572	0.177467798138	0.154617583337	0.0306110050426	0.0792606524443
h	0.000208265822357	0.000634173409728	0.000614198561832	0.0046431504785	0.0301694164555	0.0215528390305	0.408461521524	0.288045182713	0.158479397779	0.0239043090142	0.0632875238148
