 	io	non	ho	cosa	da	mangiare	</S>
e	0.98705922	0.000526143538	0.00012608986465	8.8247639575e-05	4.1205745e-05	0.00020809098	0.01195096247
v	0.667522984333	0.00270337757933	0.0220129996916	0.0754501034865	0.0570975339783	0.0402947497767	0.134918218823
ò	0.308409565778	0.242859592393	0.0498947865639	0.100865614396	0.0761843267994	0.0535513609889	0.168234753424
e	0.313875695259	0.402578894131	0.0724024288546	0.037844220032	0.0271227939065	0.0226421007263	0.123533854958
n	0.276856435086	0.254406708044	0.238435146285	0.0499461186773	0.0148221779688	0.0157568052421	0.149776594986
è	0.177299158362	0.233576759348	0.404881668762	0.0634677415591	0.0174403598229	0.0109179567474	0.0924164343287
c	0.113219439454	0.251175173116	0.420998432921	0.0520490175197	0.0211627832743	0.0176953815825	0.123699837443
h	0.041293449618	0.173584941039	0.49696126764	0.0791967775066	0.0558239077581	0.0197458311942	0.133393828914
o	0.0165193094727	0.0863168487797	0.39995168588	0.302516842502	0.126514759253	0.0154899510647	0.0526906024047
t	0.00944435295757	0.0311263119599	0.16974689196	0.456480440834	0.155188296418	0.0593848570216	0.118628827135
i	0.00892126998586	0.0117237393533	0.0784446496533	0.436505763611	0.197172248806	0.105823095674	0.161409209045
è	0.0175062879953	0.0048458109511	0.0307273175511	0.331876113204	0.252911446269	0.269968571891	0.0921644463483
n	0.0169959836984	0.00386004791703	0.017240919517	0.241074283068	0.235559338756	0.386006137297	0.0992632921161
a	0.00722100569947	0.00336744605901	0.011872215239	0.199488321023	0.155930816252	0.490620272432	0.131499907372
f	0.00491610156649	0.002053923773	0.00697708947967	0.100106089008	0.0891744787507	0.586183594144	0.210588695791
à	0.00323685328883	0.00138863190433	0.00494405789322	0.0533552843693	0.0578499749169	0.671722554715	0.207502638597
o	0.00172198372961	0.00068866924811	0.00302113163107	0.0211199131564	0.0291061629723	0.831989984905	0.112352174866
</S>	0.00119498251481	0.000605525874055	0.00301538321553	0.0141812250782	0.0207218854861	0.854703992452	0.105577020433
