 	che	non	li	aspetiamo	</S>
n	0.445655823	0.0303138165	0.02377505535	0.00447437415	0.4957809825
a	0.631431131	0.0458849405	0.04033039945	0.00872343805	0.2736301225
m	0.405681716667	0.0816791351667	0.269099087483	0.0398309286833	0.203709140833
i	0.147755766889	0.137699798389	0.387789955828	0.0654377428944	0.261316740278
t	0.089617103963	0.236796139463	0.279982728609	0.0505801786315	0.343023846759
u	0.0640992791543	0.232456119821	0.399472196203	0.0583923122105	0.245580072253
s	0.0709654008848	0.131408048607	0.425553798734	0.0680624324035	0.304010314084
m	0.0731259624283	0.076612242869	0.471066132911	0.0949865708012	0.284209101361
ì	0.0254305396428	0.0328799432897	0.636660197637	0.132139610267	0.172889710454
n	0.00877446263427	0.0151550522966	0.728134099212	0.114515420089	0.133420976818
o	0.00372823073142	0.00991717096553	0.623844046404	0.180458536696	0.182052045606
m	0.0177357850438	0.00819780878851	0.487732995468	0.266703972232	0.219629473869
e	0.0229524230146	0.0115467383962	0.379689401823	0.287064217411	0.29874722329
</S>	0.0133336020073	0.0162141246981	0.233260705911	0.303253033706	0.433938511645
