 	che	vende	buon	pane	</S>
k	0.180021695	0.023892899	0.031509404	0.300955935	0.463620045
a	0.153868248333	0.271819876333	0.0137656336667	0.1446987862	0.415847463333
i	0.128994076111	0.558114878778	0.0436949708889	0.0583803779333	0.210815706111
p	0.061616750037	0.401867449259	0.063086854963	0.207401170644	0.26602781537
u	0.0251893631123	0.466652772753	0.0339776371543	0.249060680081	0.225119571123
l	0.00940764837077	0.596695417584	0.105796909885	0.13139930656	0.156700706374
ì	0.00353046580692	0.590642399195	0.151030089962	0.12018596552	0.134611074125
t	0.00729817771897	0.580860059732	0.078750366654	0.162534638507	0.170556763375
s	0.00927055290632	0.587723306577	0.0479478668847	0.171933062836	0.183125208792
o	0.0441438779688	0.516650062192	0.0458762436282	0.255924617612	0.137405197264
m	0.0629392836563	0.209483195397	0.0375224718761	0.397459272537	0.292595815755
ì	0.0292236698854	0.079847382799	0.0248901149587	0.547306600846	0.318732248585
k	0.0137222509618	0.034324548933	0.0129869343196	0.686582320282	0.252383959528
a	0.0221428119873	0.0167044771443	0.00610564340653	0.488663816761	0.466383306509
l	0.0217049854958	0.0114635428814	0.00792066776884	0.26362596892	0.69528487217
ò	0.0076625978336	0.00806068162713	0.00897032282295	0.270650936307	0.704655474057
</S>	0.0038489156693	0.00786380981356	0.00530357626147	0.307060428153	0.675923287029
