 	sono	stato	sempre	poveretti	</S>
ì	0.95254973	0.000761079455	0.002330260675	0.01132960282	0.0330294025
m	0.641939556667	0.0352151106517	0.003801380225	0.01970060194	0.299343392167
e	0.362821818889	0.237272440217	0.009774811075	0.01547094296	0.374660007389
s	0.262763069963	0.387861213406	0.0186175153583	0.00923816596667	0.321520065796
t	0.100359012654	0.560919504469	0.0237449117861	0.00914016315556	0.305836415265
a	0.0377963915513	0.714260968156	0.109101992262	0.0123297122185	0.126510944088
m	0.0142952546504	0.490767719385	0.143329864087	0.0316098444062	0.319997327029
m	0.0412909806835	0.339325789795	0.176366304696	0.0502692391354	0.392747675676
è	0.115924970228	0.276977358265	0.376740084899	0.0542364450451	0.176121142892
n	0.110035958743	0.188819927755	0.454232634966	0.0898524736817	0.157059018631
a	0.042227926171	0.141361913252	0.578621551655	0.0931990278939	0.144589629544
p	0.014737714547	0.0687603834173	0.559117733885	0.116264902631	0.241119323181
à	0.00539323247567	0.0362092217391	0.446282247962	0.20621502421	0.305900267727
n	0.00233789148522	0.019345718513	0.388931209321	0.283634664737	0.305750505909
t	0.00430271809507	0.019685554171	0.284468133107	0.386895211579	0.304648388636
a	0.00469132686502	0.0171543063903	0.217380541036	0.56366520386	0.197108612879
t	0.00216654388834	0.0105053501634	0.0875401803453	0.592639057953	0.307148867626
e	0.00136808672945	0.0067259880878	0.0366345741151	0.615137742651	0.340133622542
c	0.00138017417648	0.0200235863626	0.0198117063717	0.596133830884	0.362650707514
h	0.00205433125883	0.0236038259875	0.0142669327906	0.601522393628	0.358552509171
ù	0.00260350351961	0.00976961492917	0.0136822899302	0.741346464543	0.232598113057
d	0.0039090531732	0.0129340857097	0.0158605659767	0.701368164848	0.265928114352
d	0.00662185605773	0.0148006600699	0.0130413129922	0.711709084949	0.253827098117
h	0.0119727601859	0.04542963419	0.0211224699974	0.692730114983	0.228745079372
i	0.011411634062	0.0569541440633	0.0253044519991	0.633419738328	0.272910109791
</S>	0.007116161031	0.0327153910316	0.0171895669996	0.649132669164	0.293846289895
