 	dove	aveva	per	stare	non	aveva	</S>
p	0.56161639	0.32034283875	0.0010319208735	0.0055409016035	0.00266021551	0.0634384726	0.045369324
u	0.39331564	0.491814312917	0.0010948502845	0.00554159947217	0.002660493205	0.0631466450667	0.042426469
ì	0.30146608	0.644147804306	0.00222364518817	0.00417248776172	0.00138281650333	0.0287028478889	0.0179043543333
c	0.130980788333	0.705407178102	0.00536167206272	0.00840574192057	0.00878841036778	0.049090647963	0.0919656317778
h	0.162194601111	0.646902016034	0.00816321102091	0.00756565652019	0.0113146779893	0.0502993229877	0.113560515393
e	0.16934066037	0.642179068678	0.0711683843403	0.00879630838673	0.0149082211964	0.0361126139959	0.0574947152643
n	0.07229107469	0.443683149559	0.12153846478	0.0930344994622	0.0272951200655	0.0462646406653	0.195893037088
a	0.0395935794633	0.199657489853	0.155701761593	0.159814413154	0.0657009646885	0.0939485768884	0.285583219029
s	0.0302960024878	0.0972899586177	0.189534553864	0.148566371051	0.0855928615628	0.117747135629	0.330973129676
t	0.0204607561626	0.0441466132059	0.138701780288	0.260515343684	0.0959459471876	0.0983935498763	0.341835996559
a	0.0156075871542	0.0213549905353	0.072278674096	0.385031247895	0.145964915729	0.148234394625	0.21152816552
s	0.00814679571807	0.0139955559784	0.045689453032	0.292718912632	0.160921525243	0.206783688208	0.271744055173
ì	0.00397690413936	0.0305434966595	0.0385441560107	0.133786073544	0.216141195081	0.311536832736	0.265471349391
e	0.00211194374645	0.0330733158865	0.0210054914702	0.0587055185147	0.230098431694	0.519979924245	0.135025377464
n	0.00114290981548	0.0154671166288	0.0104567529567	0.0336649641716	0.159279627231	0.535043874748	0.244944742488
ì	0.000658832328493	0.0138379752096	0.00719028365223	0.0215436027239	0.116638559077	0.578624191583	0.261506525163
c	0.000365215606164	0.0113089765032	0.00346502081741	0.00988858890797	0.079591386359	0.771120830528	0.124259952721
h	0.000258026618721	0.00453270288773	0.00157378011914	0.00589521746932	0.0612070021197	0.850695063509	0.0758381982403
e	0.00145414484957	0.00333521774924	0.000906914253047	0.00367855698977	0.0393489266066	0.78846094117	0.16281528008
</S>	0.00262045422479	0.00421544712462	0.000772911076524	0.00320725849488	0.0220660421533	0.695936270585	0.27118159004
