 	vuole	pianto	</S>
i	0.8824512	0.06989841825	0.04765037
t	0.695736763333	0.19515611825	0.109107096667
è	0.591543384444	0.288321936083	0.120134660222
l	0.705027894815	0.165783604694	0.129188464741
i	0.565749454938	0.272702714231	0.16154781658
k	0.292225062579	0.328722814744	0.37905212386
l	0.103191472793	0.471248001581	0.425560511287
a	0.0399590018643	0.748936620527	0.211104357096
m	0.0148697826548	0.571651406842	0.413478779032
m	0.0157035036516	0.522649452281	0.461647053011
è	0.0402318565505	0.641174467427	0.318593734337
n	0.0479371151835	0.600765689142	0.351297218112
o	0.0284411987278	0.494103763047	0.477455046037
</S>	0.0184167173639	0.390499881524	0.591083423019
