 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.4498726785	0.033873475	0.050531311	0.144444098	0.02417257047	0.01010423595	0.00314725305	0.00161040605	0.00239690765	0.01006138803	0.000947231385	0.001037514575	0.01430300725	0.253497985
n	0.157974830087	0.227815924	0.124867543667	0.160487154667	0.02560024549	0.01889447065	0.00498910711667	0.00422566081667	0.00459096435	0.01081974701	0.001059581785	0.00102762874833	0.01571682065	0.241930335
è	0.0527817289403	0.603905974667	0.118527148322	0.073814447889	0.0100553839867	0.0156592736567	0.00382789040089	0.00420461342889	0.00417314851567	0.00443380850567	0.000616535263333	0.000513239032777	0.007028400575	0.100458402667
r	0.0188314630714	0.685043094889	0.124040873207	0.0428797642963	0.00462085548557	0.0153768363256	0.00215908182896	0.0031532779663	0.00313188423756	0.00259574790422	0.000435698316111	0.000324030480926	0.00398188485	0.0934255052223
t	0.0075239354038	0.69133206163	0.142817201069	0.0357611760988	0.00276862994519	0.0156247209419	0.00164039752632	0.0029836746221	0.00290761056252	0.00198776749141	0.00038765811537	0.000254655611642	0.00294527634933	0.0910652549774
i	0.00258116157793	0.66879796721	0.23825340369	0.0457561793663	0.0021917878984	0.00629748848063	0.00082734082544	0.0012854758407	0.00119167806084	0.00074145562047	0.000175053768457	0.000107315666547	0.00104449256911	0.0307492400491
s	0.00102876956598	0.39863607907	0.384599854563	0.0794148497888	0.00680215609947	0.0427787904935	0.00685511910848	0.0102152879469	0.00852168707695	0.00336733604016	0.000808605059486	0.000496389676849	0.0063574281097	0.0501176618364
e	0.000573317655327	0.243801936357	0.458003418188	0.12442140993	0.00881156269982	0.0568349866645	0.00982591016949	0.0135959247823	0.0113769470923	0.00433142878672	0.0011324526065	0.000709282292283	0.0084551402699	0.0581262698121
s	0.000367707938442	0.161114511452	0.488653316063	0.15887292331	0.0139974645666	0.0660503587215	0.0123383901898	0.0163833667274	0.0129120860974	0.00561485736891	0.0012359155555	0.000743513697428	0.0093297363233	0.052385825804
e	0.000353896876147	0.0868765108173	0.477831032021	0.22709010777	0.0175737631889	0.0730403079072	0.0153081283966	0.0181004819091	0.0140526918991	0.00611188208964	0.00141784707183	0.000829294745809	0.0100305237078	0.051383528268
t	0.000333360818716	0.0522323502724	0.421518094007	0.268148899257	0.0266780733963	0.0955494376357	0.0182740034655	0.023785038303	0.0157493244997	0.00738732799655	0.00165469577728	0.000934325828603	0.0128126785026	0.0549423910893
t	0.000190573728239	0.0298753720908	0.402476431336	0.249886466419	0.0324250457988	0.129231169212	0.0226693221552	0.0313679067677	0.0193226384999	0.00836899326552	0.00180286039243	0.000946101342868	0.0140695545675	0.0573675490298
à	0.00011052791808	0.0240480300303	0.358216030445	0.294112655473	0.0463638799329	0.111133763071	0.0408067193851	0.0346366935892	0.0180766511666	0.00659720202184	0.00502934473081	0.00205821061429	0.0227115792558	0.0360986750099
a	0.000252174286027	0.0199534836768	0.217352530148	0.293587281824	0.0806415099776	0.11776142769	0.082146839795	0.0489913158631	0.0280280640555	0.00920350234061	0.0111948809103	0.00469499787143	0.0398124370853	0.04637951167
n	0.000317033012009	0.0136489042256	0.128951351716	0.190401051941	0.0750224999925	0.261827545897	0.0797612099317	0.0717731019544	0.0374275846852	0.0108770384469	0.0102016818368	0.00483177295714	0.0421682736951	0.07279093189
d	0.00482229792067	0.0114657087419	0.0744768772387	0.10439179198	0.0434265733308	0.322180615299	0.0429778613106	0.0947123073181	0.0471043262284	0.00828735824897	0.0380820881456	0.031046407319	0.0863648612317	0.0906609272967
e	0.00643771314356	0.0139745472473	0.0571628314129	0.132601637327	0.0398204611103	0.283911571766	0.0773942251035	0.0964698357727	0.0445086510761	0.00436874934966	0.0485801304485	0.039538304873	0.0908489367439	0.0643824047656
m	0.0117313458845	0.0171081364158	0.054569144471	0.129798265776	0.0435017583701	0.278351297255	0.0945529633678	0.103204805258	0.0589646063587	0.00389647128322	0.0308820058828	0.0191769560577	0.0834345219146	0.0708277039219
i	0.0134293801948	0.0171904774719	0.0473472234903	0.067353543592	0.0335394081234	0.277762205752	0.147650666123	0.123499665086	0.0680974857862	0.00484095386107	0.0276225509609	0.0130578296192	0.0829392489715	0.0756693433073
n	0.00458944935493	0.00975702869063	0.0198801843634	0.040116855864	0.0230156873745	0.405267335251	0.160896145708	0.140124618362	0.0468431185954	0.00771732472036	0.0155754456536	0.00664224003973	0.0599950546572	0.0595794897691
d	0.00913796784164	0.00605983876354	0.0123030599878	0.0175778676213	0.0169049007915	0.407321668417	0.0669104179027	0.147926692787	0.0479772661985	0.00767362837345	0.0356200048845	0.0407667999132	0.111088348219	0.0727315265897
è	0.0106740565072	0.00491971912118	0.0082338246526	0.00867481437377	0.0113422574305	0.374322406139	0.0577240216342	0.192285430929	0.0579356573995	0.00386304779115	0.0454743939615	0.0544974543044	0.113943626073	0.0561093248632
l	0.00506227052907	0.00242904778706	0.00302365680087	0.00369486947792	0.00474952037683	0.318042522046	0.0532514865447	0.18209911031	0.0582877524665	0.00227181993038	0.0272186213205	0.0348162237681	0.205490512024	0.0995626542877
a	0.00322232104302	0.00162017147569	0.00171014559362	0.00295610554597	0.00257658375894	0.216998880682	0.104002461515	0.173894260103	0.0968845541555	0.00400561511013	0.0231680217735	0.0274041683894	0.232820007341	0.108736751096
p	0.0176132057477	0.00997832382523	0.0172819392645	0.00330940938199	0.00519450498631	0.187662381561	0.133361141838	0.189998156701	0.125299564719	0.00660255703671	0.0301236299245	0.0168985109298	0.15222062578	0.104456040032
l	0.0223402510956	0.0123038856484	0.0219288806515	0.001868344334	0.00572901313877	0.16616873852	0.089606411946	0.220177845567	0.105767534906	0.00575992614557	0.0380802889748	0.0201803946433	0.17654667526	0.113541782344
è	0.00745251818487	0.00445004885613	0.0073868210905	0.000778228511333	0.00195743674292	0.155036486173	0.0813022973153	0.312757318522	0.109970558302	0.00370493208186	0.0405824163249	0.0258016708811	0.189292851753	0.0595263901147
o	0.00249853797696	0.00378882588538	0.00308405960683	0.000909155630444	0.000770842240973	0.107610312058	0.0981717257718	0.338504782841	0.135866349434	0.00445154826062	0.041277728775	0.0218079542937	0.191480437251	0.0497777270382
k	0.00943658593432	0.00988275729513	0.0268057904689	0.00170218521015	0.00147484328699	0.073288041686	0.0937662452573	0.247907385947	0.118350326478	0.00716060825354	0.040084522925	0.0186050460979	0.232550499084	0.118985192346
a	0.0117762808381	0.0131956474317	0.0358079483563	0.00599680080338	0.00171645556233	0.0505628342287	0.0693486450858	0.132484965316	0.193177862159	0.0117291942512	0.0352182216417	0.020487083366	0.271146533028	0.147351572449
e	0.00397565685937	0.0103066898106	0.0163569964854	0.0104877026011	0.00110830068744	0.0377008974096	0.0676408926953	0.0961761501053	0.259005014053	0.0336640747504	0.0301677312139	0.0177069147887	0.313829077676	0.101873927483
m	0.00450758267312	0.00901157993687	0.0379095609951	0.00879142486703	0.00377154486248	0.0671951891365	0.0512205322318	0.0948487367018	0.156917829684	0.0393474859168	0.0264267850713	0.0142748589296	0.362202585892	0.123574320828
è	0.00467879159871	0.00636941831229	0.042420695085	0.00452666685568	0.00423709489649	0.0704980370455	0.0286185857439	0.0778454142339	0.120767568228	0.0189886545389	0.0282726196904	0.0311266893099	0.437228821964	0.124420941276
c	0.0106378822406	0.00494052967076	0.0193215944483	0.00188564688523	0.0015406857745	0.0285132560152	0.0145406325813	0.0417467017446	0.101545982076	0.0092475459463	0.0344451308968	0.0409530024366	0.536650240655	0.154031141425
h	0.0127331226202	0.00426419112359	0.0115705143994	0.000839143531743	0.000640428103167	0.0121813503384	0.00817016819377	0.0262674372482	0.087277356692	0.00627805011543	0.0330958396323	0.0542207421455	0.566211813552	0.176249820475
i	0.00448438308007	0.00574803237453	0.00469075221647	0.00428327538058	0.000337098936056	0.0346042821128	0.00820770273126	0.0399333607494	0.197076322231	0.00531351677181	0.0237324795441	0.0563625080485	0.473653031184	0.141573213492
</S>	0.00242904154004	0.00915898918726	0.00355419985824	0.00810237669029	0.000346093353028	0.0599372460564	0.0109144693656	0.0532502253747	0.277989711115	0.0049291705859	0.0153461567721	0.0368992650242	0.371639155592	0.145503836746
