 	le	canzone	si	scrivono	alla	notte	</S>
a	0.7873551	0.125231322	0.00353319026	0.00064898327	0.001409160559	0.00243044	0.079391877
t	0.4805271937	0.222086687333	0.01771624142	0.144002369303	0.00462001489233	0.00474533643333	0.126302200333
r	0.2052034516	0.461381942444	0.02272734604	0.192079851001	0.00568498539744	0.00527516324778	0.107647283878
a	0.1303414482	0.728742814148	0.03330332758	0.0654739065003	0.00197402295915	0.00183480153926	0.038329664726
ù	0.0606316090767	0.841056138049	0.03787811986	0.0424626394334	0.00140275131305	0.00108596086642	0.0154827720753
d	0.0213404981356	0.65451019935	0.06840178062	0.149417188811	0.00768111003768	0.00616008695547	0.0924891415251
i	0.0088775251452	0.373961809783	0.303579296873	0.173866935604	0.0133314160126	0.00766451508516	0.118718530842
a	0.00427072838173	0.227028905261	0.557457698958	0.105969747868	0.0155901403375	0.00619140312839	0.0834914239473
g	0.00459215162724	0.0899628017537	0.471465176319	0.217504505956	0.0403343157792	0.0185135660428	0.157627481316
r	0.00558462870908	0.0701999585846	0.375975218773	0.281404605319	0.0886797552597	0.0255594063476	0.152596403105
à	0.00336938469036	0.0633684855282	0.311902036258	0.300227345106	0.23169134842	0.0204069357825	0.0690344457017
f	0.00200528231745	0.0250694191761	0.153836117419	0.416433865035	0.256861429473	0.0305022145942	0.115291650567
u	0.00750297640582	0.011899862492	0.12587453114	0.335217186012	0.329427446491	0.0521784815314	0.137899516189
t	0.0103181168019	0.008383877264	0.110660073713	0.214961706337	0.368891162164	0.0781285118438	0.208656568063
t	0.0065704192673	0.007401289588	0.0732579752377	0.167162478779	0.304366044055	0.111714338615	0.329527442688
e	0.0120803414224	0.00480276212933	0.0473946127459	0.069835028693	0.347268104685	0.221805639538	0.296813497563
t	0.0127865785875	0.00440947314311	0.0224271900153	0.046190035331	0.278189954895	0.298945369846	0.337051405854
s	0.00489654567583	0.00381558858104	0.0109349521051	0.038046854777	0.219382258298	0.316003699949	0.406920131951
e	0.00409204369194	0.00228582706035	0.00818013536837	0.0150271895923	0.154909018099	0.48150474665	0.33400105065
n	0.00339543955731	0.00241508168678	0.00610225905612	0.0139224055308	0.0916217846997	0.60065148555	0.281891550217
ì	0.00119278991044	0.00203498603893	0.00265473887871	0.0158100318436	0.117716731567	0.645230078517	0.215360653406
t	0.00061826719148	0.00104582448964	0.00125105891957	0.0111611432812	0.137930542189	0.641283359506	0.206709794469
t	0.00122759565383	0.00107322369655	0.00112815907319	0.0067271876804	0.0884647647297	0.641490686502	0.259888358156
a	0.00333214975128	0.00164362979885	0.00279840159106	0.0032299535468	0.0358067125766	0.677159875501	0.276029252719
</S>	0.00484327837564	0.00188285544942	0.00438680354553	0.0026825733734	0.0208519792883	0.650441007751	0.314911496359
