 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.99571137	0.00070069771	0.00057414823975	0.0003878484645	0.0002027926075	0.000230007801	0.000408895811	0.001784261625
n	0.966270723333	0.0129831156533	0.0107540498133	0.00370394075483	0.000938635519167	0.000605140753667	0.000765202760333	0.003979168575
a	0.955055957778	0.0192362667844	0.0152108301378	0.00456696226628	0.00105380951406	0.000583332904556	0.000618339529311	0.00367448467833
v	0.653297228259	0.0113004628281	0.0501587869126	0.0907254114368	0.0802070841124	0.0496789735549	0.0440207741523	0.0206112663794
o	0.33536125842	0.114696633276	0.143063132304	0.129580563812	0.108530539371	0.0666956379516	0.0589796701508	0.0430925571265
r	0.51488957614	0.155297862092	0.151015446435	0.0560416742707	0.0385349554237	0.0231074735839	0.0205505858503	0.0405624093755
à	0.484893632047	0.0677899936973	0.147388354478	0.14036828109	0.0573128327746	0.0374708836946	0.0192803743168	0.0454955934585
s	0.185745468516	0.0604675598991	0.228366504826	0.220092823697	0.0979436942582	0.0727621415649	0.0633969001056	0.0712248698195
o	0.0653637741387	0.054760432633	0.228044884942	0.266651004566	0.138544688086	0.104860979188	0.0710372710352	0.0707369526065
o	0.0271768688462	0.0229384644443	0.128868656981	0.292624608189	0.188331626029	0.131191656396	0.0487637430117	0.160104348202
t	0.0165620826154	0.00871191411477	0.0527921319937	0.217311296063	0.173802350343	0.112968498799	0.0697853793372	0.348066316067
s	0.0156468205385	0.00355516997159	0.0246536446979	0.191686865354	0.208749278448	0.176805942933	0.0867300481124	0.292172217689
o	0.0126713723462	0.00141097986386	0.0095228189993	0.154020115118	0.260877429483	0.307755030978	0.125265554371	0.128476704896
m	0.00557805134873	0.00062474280462	0.00374343039977	0.094010047706	0.302293969828	0.387810143659	0.134272521457	0.0716670940653
ì	0.00307542268291	0.00066285221154	0.00219253206659	0.0572425642353	0.287247353276	0.44084106122	0.156339433819	0.0523987437884
k	0.00315061712764	0.00107283867051	0.00203270675553	0.0322631352451	0.209889144425	0.442782030407	0.25246501794	0.0563444735961
u	0.00412263244255	0.0013438773235	0.00175159905184	0.0155639164817	0.134089741675	0.301388510136	0.470813992647	0.0709257201987
à	0.00317199229418	0.00101444355117	0.00130371358395	0.0121884043939	0.058575157425	0.178374593379	0.660044680882	0.0853270250662
i	0.00119253932806	0.00044776396039	0.000922512661317	0.011906184598	0.0358182428083	0.144270749126	0.729140363627	0.0763016433554
k	0.00100797519269	0.00047518522013	0.00107667325377	0.009891720666	0.0315125752694	0.109890106375	0.743748941209	0.102396777785
u	0.00188306286423	0.000824519440043	0.00165621921792	0.009303709222	0.0272211648565	0.0798839407917	0.75129514707	0.127932162595
à	0.00177243122141	0.000754317116681	0.00246647380597	0.0234106877407	0.0226180960522	0.0571615035972	0.771181399023	0.120635024198
i	0.000764331937137	0.000386679708894	0.00230102000199	0.0288568304469	0.0230458106841	0.0556871501991	0.796800583008	0.0921575297327
m	0.00143263304238	0.000764493202965	0.00222616970066	0.0201864350156	0.022131690228	0.0430565073997	0.781215661003	0.128986351578
è	0.00189404940079	0.000959843210988	0.00366521826689	0.0278051053385	0.0367607134093	0.0700596841332	0.704793087001	0.154062243859
r	0.0011339434036	0.000699788890329	0.00338856565563	0.0302050121128	0.0532612128031	0.105193081378	0.716630379	0.0894879982863
i	0.00410024068453	0.00225116084011	0.00500518545188	0.0272903090376	0.046490691601	0.0864037477927	0.648261659667	0.180197023095
</S>	0.00735013984227	0.00381341892005	0.00777958822594	0.0274518105188	0.0319176243005	0.0612366448964	0.557853454834	0.302597326547
