 	io	non	so	cosa	è	da	scrivere	</S>
e	0.987127115	0.000540406594	0.0001153954265	0.00031244155755	2.93740143e-05	2.33309482e-05	0.00073775523375	0.01111418425
v	0.662069102667	0.002284350898	0.103809694226	0.0595624884059	0.0396863952724	0.0310658387221	0.0402671667446	0.06125495375
ò	0.364606318556	0.164599911633	0.172043608075	0.079729235902	0.0530577986041	0.041469479944	0.0530076579882	0.0714859659833
e	0.374481269519	0.304309253878	0.116703172692	0.0327154710673	0.020408845048	0.0150078469513	0.0225115384027	0.113862600061
n	0.296978266506	0.261759331293	0.122954570897	0.0650665630224	0.0270976413493	0.00770254408377	0.0168986684676	0.20154243002
e	0.188416415502	0.218154083764	0.286794343632	0.108715209007	0.0303330997831	0.00509286259459	0.0119323210892	0.150561666007
s	0.147619165167	0.136810929921	0.317591176544	0.151286421002	0.049098683261	0.00642812493153	0.0184140719631	0.172751451336
s	0.109227447056	0.0580370276403	0.285599754181	0.281900690334	0.0621108294203	0.00699901914384	0.021818413321	0.174306868779
è	0.0539691310187	0.0324470418801	0.383502611394	0.321886476778	0.0966844698068	0.0188010945479	0.0185165307737	0.074192665593
r	0.0265206551396	0.02431922696	0.555589597131	0.190750445259	0.107417600269	0.0235293671826	0.0168415652579	0.0550315441977
o	0.00903419627987	0.0152945907533	0.52917849571	0.273301174753	0.089371610423	0.0357889273942	0.0094675644193	0.0385634316659
t	0.00358809485996	0.00613276621777	0.247758695903	0.489981728251	0.127314916808	0.0440522467981	0.0196700368064	0.0615014761553
i	0.00274549411999	0.00315208973926	0.103203025301	0.517601426084	0.171469125603	0.071826023266	0.0344829942688	0.0955198020518
e	0.00272706294	0.00257101761309	0.0454704310003	0.431888275361	0.202129841868	0.134748477755	0.0777822834229	0.102682617351
n	0.00535766138	0.0019061619577	0.0183061691334	0.293160551787	0.254889090623	0.145158749252	0.125245734474	0.15597588245
a	0.00901986512667	0.00144841137257	0.0177294562778	0.172616683929	0.270391130208	0.198883063084	0.142552434825	0.187358950817
g	0.00735112734222	0.00236038732419	0.0251208484259	0.13369395131	0.240784060069	0.210297446361	0.169470068275	0.210922103606
r	0.00546357308074	0.0029755998414	0.0323448248086	0.11189701377	0.196905665356	0.194835190787	0.229991016092	0.225587124535
à	0.00415247624358	0.00210874986047	0.0323679262695	0.0609393512567	0.132532619119	0.306555383596	0.270512865364	0.190830641512
s	0.00268388046453	0.00251323556682	0.0259189364232	0.0250965320856	0.0934748450397	0.288778887865	0.249748568455	0.311785097171
s	0.0138192386548	0.00524577562227	0.0376165018077	0.0205129636952	0.0821751283466	0.223486259288	0.241877802818	0.375266295724
o	0.0187768378849	0.00601963820742	0.0588133659359	0.0224789862317	0.0662235417822	0.180523424429	0.303770520939	0.343393668575
</S>	0.0129775004425	0.00535180960371	0.0691433859679	0.0203828836159	0.0384307443911	0.111971994214	0.35688204047	0.384859644287
