 	lo	sentii	che	viene	</S>
t	0.80391138	0.07991352	0.001485049685	0.005013499	0.10967655
o	0.867523526667	0.0622858046667	0.00161697470833	0.00260552245	0.065968224
n	0.610033893556	0.319026102889	0.0112517959828	0.00496019926667	0.054728082
ì	0.212637317519	0.71906256763	0.0149101262943	0.00872861775556	0.0446613957
k	0.313584987506	0.57827406921	0.00658613056477	0.0150636205852	0.0864911436
u	0.375091142502	0.29477611307	0.100886207688	0.107270531528	0.121975946533
s	0.167328025834	0.270380324357	0.218870355896	0.141742564509	0.201678707511
a	0.0995627889447	0.177951725952	0.198884157299	0.265497655503	0.25810367917
n	0.0686284878816	0.0721065241507	0.1781476611	0.358017651834	0.32309968639
a	0.0590605475272	0.0327029710502	0.1424471407	0.429628470611	0.336160888797
r	0.0554278462757	0.0182541106834	0.0763598152333	0.501663243537	0.348295009599
t	0.0399430615252	0.0135709217278	0.0613245177444	0.525866647846	0.359294876533
i	0.0451947761751	0.00547673667593	0.0379246113481	0.688870449282	0.222533462178
</S>	0.0412843850876	0.00318178273797	0.020319136824	0.745185574641	0.190029156089
