 	qui	dentro	vuole	un	tappeto	</S>
e	0.84633725	0.1315676744	0.004294853716	0.003924616725	0.0008688770785	0.013006671725
t	0.681069883333	0.0568303594	0.0600630940493	0.0106117460583	0.0123882021452	0.179036655058
t	0.564642527778	0.0930749281333	0.0788381546498	0.0128425022304	0.0162245209527	0.234377304739
ù	0.529072132593	0.350470786044	0.0302778521833	0.00508859562113	0.00546323593183	0.0796273611997
m	0.385684534198	0.503266208681	0.0443448647278	0.00308644924038	0.00217681892061	0.0614411002999
è	0.274442267066	0.561082262894	0.101844544909	0.00606615611346	0.00109390809354	0.0554708357666
s	0.105038371689	0.651238190965	0.183970461636	0.00953825503782	0.000976354717847	0.0492383792555
a	0.0489172118963	0.429525191655	0.432457480545	0.0405266913459	0.00117000098262	0.0474034381518
t	0.0307875549654	0.157249422218	0.636431783515	0.0703183171153	0.00644023760421	0.0987726794506
è	0.0187846549218	0.0574871770727	0.704745281172	0.0852133757051	0.0133591292014	0.120410343817
l	0.00824545810727	0.0301501460242	0.722849403724	0.0949776319017	0.0208411874005	0.122936148606
i	0.00895285156909	0.0189483567414	0.648678711241	0.177733920634	0.0248806738002	0.120805506702
è	0.00840893502303	0.00870693324713	0.45954945708	0.402678060211	0.0608807692667	0.0597758620673
n	0.00317712567434	0.00496437134904	0.207921011693	0.411175906737	0.219237006422	0.153524593356
a	0.0128633743914	0.00341453131635	0.085799548231	0.201218580246	0.446828062141	0.249875931119
t	0.0176356208971	0.00239061653878	0.041289467077	0.156387678082	0.487772224047	0.294524403706
a	0.030130882399	0.00354236214626	0.0333531350257	0.152633976027	0.470802511349	0.309537147902
p	0.0370647864663	0.00640321444875	0.0318964413419	0.107290652009	0.383495403783	0.433849532634
p	0.120808277822	0.0180660334829	0.0445791634473	0.108167747336	0.220419161261	0.487959634211
è	0.275664319274	0.0275409798276	0.0594239828158	0.113912502445	0.19224326042	0.331214984737
t	0.292840866425	0.0741037952759	0.0645364592719	0.100767206148	0.141154463473	0.326597201579
o	0.214884868808	0.0874685847586	0.0706310430906	0.064856622716	0.158392604491	0.403766227193
</S>	0.179098604404	0.0532451568793	0.0677751365453	0.043290774358	0.225062532246	0.431527753596
