 	e	che	cucino	</S>
c	0.52675722	0.00812863915	0.20194461815	0.26316955
e	0.531642576667	0.00834004658333	0.201524090053	0.2584932737
p	0.515807847222	0.0135754970611	0.294963464021	0.175653198267
u	0.484695394074	0.037491965687	0.32630736444	0.151505273089
m	0.469300770725	0.0441599385623	0.33603576458	0.150503481363
a	0.427841662942	0.0633997495208	0.341700233193	0.167058343788
r	0.428547948314	0.10228370984	0.169497136064	0.299671214596
è	0.192891756771	0.0927267249467	0.294273285355	0.420108231532
o	0.10425628659	0.105933729982	0.477015078452	0.312794910511
</S>	0.060563324795	0.140107334991	0.529672339226	0.269657015256
