 	vuole	vuole	mangiato	caldo	</S>
t	0.79550145	0.138144395	0.00664149875	0.00462890618	0.0550837535
è	0.75453605	0.182411855	0.01719710275	0.0114357888467	0.0344192005
l	0.571180476667	0.153616485	0.02595122425	0.129315896282	0.119935917167
i	0.387819592222	0.290343028333	0.0222993110833	0.158963487547	0.140574595289
t	0.265967066074	0.601935326111	0.0218950556944	0.0533016986023	0.0569008459963
è	0.123264714025	0.77785092537	0.0481457665648	0.0197991197674	0.0309394698321
l	0.0528850650083	0.69566354179	0.103864918855	0.0496769678558	0.0979095331107
i	0.0257443133361	0.43981681393	0.327896182952	0.0806425242853	0.125900184704
f	0.0209873837787	0.281311154643	0.486523394317	0.0570692737618	0.154108808568
a	0.0193861315929	0.172409776881	0.469284464772	0.128753530254	0.210166099523
m	0.011803560331	0.0676802159603	0.406374361591	0.221630350085	0.292511496508
è	0.00622598984367	0.0297058752201	0.289115437197	0.354573723362	0.320378955503
n	0.00277139224789	0.0122461539067	0.213786659066	0.471242397787	0.299953365168
o	0.0025700454493	0.0058930865689	0.120160402022	0.560208589262	0.311167845056
t	0.00881678281643	0.010889098523	0.0504307143407	0.557037056421	0.372826331685
r	0.0106073748055	0.0119565605077	0.0251450617802	0.55785081214	0.394440197228
e	0.00508621633517	0.00492971856923	0.0102039240267	0.631071324047	0.348708835743
m	0.00412568997839	0.00402102402308	0.00693052577557	0.611803561349	0.373119198581
m	0.00413389215946	0.00370156387436	0.00624832285852	0.716186943783	0.26972928286
ò	0.0357639422198	0.0178995717248	0.00988635021951	0.720710757928	0.21573939762
</S>	0.0680489411099	0.0331118358624	0.0151583726098	0.633900258964	0.24978060881
