 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.627046885	0.212622005	0.0116163297	0.0056931121	0.00694389185	0.001465606835	0.00346084755	0.00262919875	0.0008401351	0.0013936651	0.0035348846	0.001065215078	0.00170811901	0.01456975615	0.10541026
t	0.354053266867	0.250475798333	0.0419428065667	0.0129859630333	0.00984963728333	0.002126995545	0.00599852665	0.00395144401667	0.000977622066667	0.00211459306667	0.0041063146	0.000817476044667	0.00359034387667	0.0262475504833	0.280761633333
t	0.143024930822	0.456817149444	0.0460959229889	0.0124841991111	0.00682328773444	0.00149759764167	0.00642093664	0.00380485645889	0.000597951578889	0.00178935996556	0.00419427448667	0.000697664496889	0.00407551401756	0.0289250756444	0.282751287278
è	0.0775567339407	0.784196883148	0.018511053263	0.0046690063837	0.00257495203148	0.000556699672223	0.00218249861233	0.00132841466063	0.00022600400963	0.00065340458352	0.00140939906956	0.000241410269963	0.00137725781852	0.0096989268648	0.094817330716
d	0.184952708314	0.698854961049	0.0216620725543	0.00618773354123	0.00862019615716	0.00150840875574	0.00226128851311	0.00292458727454	0.000897384996543	0.00319355467951	0.00150621471052	0.000566615578988	0.00166369059351	0.00418156375493	0.0610189790287
e	0.213630064725	0.557021453683	0.113054627518	0.0260712783471	0.0192338417191	0.00355111845191	0.00256722927104	0.00353353335818	0.00124078948885	0.00409988976317	0.00154238797984	0.000679563929663	0.0017579170825	0.00230996462131	0.0497063449229
c	0.077333170195	0.532534041228	0.171727375839	0.0434258261157	0.058552647573	0.012179068484	0.00435650652368	0.00935645305273	0.00278429668628	0.0183764594577	0.00187651743628	0.000867885746554	0.00283561861217	0.0019727721101	0.0618213768876
i	0.0318491262983	0.530973437076	0.19643709528	0.0418340363719	0.0683329925243	0.013686866928	0.00485995455789	0.0113594459609	0.00344210159543	0.0231952899759	0.00200429407543	0.000949151712185	0.00320317998906	0.0018760581917	0.0659969657492
d	0.0138596511661	0.457617339025	0.235095265093	0.046862334124	0.0747957541748	0.0105757137427	0.00461403523596	0.0122684699303	0.00303238909848	0.021813712482	0.00215137818848	0.000869168867395	0.00421714501469	0.00339832038557	0.10882931537
è	0.00774931905203	0.308324539675	0.329176238364	0.0853196400413	0.0797343913916	0.0097272702809	0.00595321294532	0.0131355485101	0.00287373356616	0.0214755079273	0.00236747071616	0.000980823605798	0.0046943837549	0.00475059122852	0.123737327457
t	0.00466572284734	0.259772249892	0.329726657455	0.0873073340138	0.0542594881305	0.00507551069363	0.00690305418177	0.01515933137	0.00287029775539	0.0159799070758	0.00501816755872	0.00209182688527	0.00496555700163	0.0106231855095	0.195581694819
s	0.00393559201578	0.236763529964	0.325314520485	0.0776970820046	0.0468205823768	0.00328844366454	0.0151186517273	0.0213346711233	0.00274829967513	0.0152177175919	0.00938421351957	0.00350360442842	0.00702445766721	0.0122934980365	0.21955514924
a	0.00227046830526	0.168966714988	0.430938130162	0.178378804002	0.0745165961256	0.00584675142151	0.0190505549091	0.0158511017078	0.00256683628171	0.00746194703063	0.00717881593986	0.00277622654281	0.00469062343907	0.0049287624455	0.07457768788
m	0.00421093666842	0.0707821733293	0.340690073387	0.208232041334	0.187169108709	0.0186160674738	0.0150849976364	0.0243370362359	0.00610672196057	0.0371260029435	0.00486807807995	0.0019604217476	0.00581632536302	0.0035570450485	0.0714429797933
o	0.00459418349947	0.0377936511098	0.232504044462	0.253970800445	0.265042532903	0.0243159704913	0.0152892258788	0.0269539532786	0.00766800052019	0.0467944008145	0.00399686952665	0.0016333180492	0.00611573737767	0.00302239146283	0.0703049629978
n	0.00206677987649	0.0203910061366	0.171223072821	0.355480220148	0.218610400968	0.0208465151638	0.0489219246263	0.0329303912929	0.00569645000673	0.0237044441048	0.0116427700089	0.00238510164973	0.0147971217159	0.00818307593428	0.0631207723993
a	0.00127015115883	0.0124338564789	0.10385340894	0.363948243383	0.256381706989	0.0256743817213	0.0662919462088	0.038824849431	0.00593442196891	0.0174031193683	0.014684368603	0.00293377098324	0.0182103381386	0.0107494546448	0.0614059760998
