 	non	deve	magniare	la	sera	</S>
e	0.50986793	0.1847466993	0.0687907420835	0.00686762293	0.010334462215	0.219392605
n	0.193201163233	0.357065086433	0.144209804028	0.05286039831	0.018270931405	0.234392615
è	0.0696410969777	0.616781682144	0.126065978109	0.0642711784033	0.0145007768017	0.108739311747
n	0.0285764513592	0.743381044048	0.114762726136	0.0351579551011	0.00708813626723	0.0710337639957
a	0.0108125034197	0.593603011349	0.278154488712	0.0512668450337	0.00645455242241	0.0597086467652
f	0.00432496479323	0.35871210045	0.414640942904	0.171272545011	0.00815180047414	0.0428976710217
à	0.00183991542774	0.18354399015	0.319176990968	0.31100994167	0.136080737825	0.0483484336739
i	0.00121102801925	0.0999915573833	0.166928120323	0.462308630557	0.227613145942	0.0419475312246
t	0.00073018017975	0.0388966427944	0.091694122441	0.512192320186	0.273459548647	0.0830272237415
o	0.00154246763325	0.0164078871648	0.0355952685803	0.335277213395	0.496897022882	0.114280156581
v	0.00246216404442	0.0086481977216	0.0248127999601	0.285308227798	0.522938414294	0.15583018086
r	0.00346061688147	0.00582293194053	0.0210961685867	0.301267575933	0.501693698098	0.166659000287
à	0.00310206915716	0.00236411667018	0.00767430039557	0.175462980978	0.717026652699	0.094369892429
i	0.00164013701572	0.00205986558006	0.00329070606519	0.0785850726593	0.817189584233	0.0972346364763
</S>	0.00171330445786	0.00283146469003	0.0027246060326	0.0641662813296	0.797526092116	0.131038248238
