 	sto	ancora	cucinando	</S>
s	0.535207515	0.0224397735	0.13353322915	0.3088194415
t	0.503397515	0.0468480585	0.134811144383	0.314943237167
e	0.500295301667	0.3030817015	0.0660544037943	0.130568555722
a	0.210648267222	0.384724063833	0.123683438931	0.280944218574
n	0.0861927334073	0.150032045788	0.137326020977	0.626449192858
k	0.365508718802	0.0520183132727	0.0597130398257	0.522759913286
ò	0.711842939601	0.0821300645909	0.0210955430086	0.184931445762
r	0.5406691132	0.300282914864	0.0534704125695	0.105577574254
a	0.392862471067	0.400690418288	0.0905821408565	0.115865014751
m	0.301378705856	0.226334620096	0.332055800286	0.14023092825
a	0.329432067452	0.0945684423653	0.410806293429	0.165193196083
r	0.343928699484	0.0493188486551	0.21323239781	0.393520005361
è	0.128615067161	0.0177186427184	0.306968172603	0.546698081787
o	0.053560484387	0.0129615555395	0.531068224201	0.402409727262
n	0.0227040138957	0.0111411703132	0.438555115734	0.527599695754
t	0.0249958873986	0.00731032523773	0.351885679578	0.615808098585
a	0.0344912564662	0.0220245627459	0.484578439859	0.458905732862
</S>	0.0332180412331	0.0354902963729	0.51174673993	0.419544916431
