 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.827450085	0.1090766715	0.00419433855	0.00232195215	0.00250705186	0.0013077629	0.00480972361	0.0483323535
m	0.529770621533	0.303969427167	0.02369033855	0.0151063358167	0.00526064819333	0.0012727943	0.0207152769433	0.1002145045
a	0.190424244378	0.606545542389	0.0448897041833	0.0191540820389	0.00620035882111	0.00110295339867	0.0259539632878	0.1057291505
r	0.112788165459	0.691604190796	0.0714798493944	0.0276111264463	0.00662140269704	0.00228372963156	0.0091388183026	0.0784727425
a	0.0786882288197	0.731736856932	0.0787272311315	0.0316462004821	0.00688431406568	0.00279277792719	0.00356485137753	0.0659595242333
n	0.0330833592732	0.684925155644	0.138294455044	0.0362243141607	0.0102731771886	0.00233257642573	0.00250011156918	0.0923668281444
g	0.0489335024244	0.495726421881	0.189294761681	0.0723575413869	0.0317352500629	0.00323843644191	0.0541732779231	0.104540796381
i	0.0540963341415	0.54727702396	0.18372123056	0.0698349104623	0.032381815221	0.00270206831397	0.0703485917577	0.039638010727
à	0.0208821235472	0.48571800132	0.338664230187	0.0606196334874	0.0238031659403	0.00652527063799	0.0282226747026	0.0355648918423
n	0.00752911414907	0.29032420044	0.474118803396	0.0812175531625	0.0323996033134	0.00916054821266	0.0238774845675	0.0813727106141
e	0.00349823868302	0.272971880147	0.507018844465	0.0880324263875	0.0284261037711	0.00647919023755	0.0179390883692	0.0756342724047
è	0.00197201704101	0.204861660716	0.589320398155	0.0867210454625	0.0471701559237	0.0175596295792	0.0100258609697	0.0423692846682
n	0.001109363877	0.0845946859053	0.595346546052	0.108007055154	0.0756944419746	0.0234996431931	0.0205076116566	0.0912406798894
e	0.00155548304233	0.0550123323018	0.469067695351	0.252975018385	0.0889136593249	0.0200536840644	0.0202871103189	0.0921350433965
s	0.00165821581411	0.0364177365339	0.358951291784	0.307093389462	0.134603381775	0.0189152220215	0.0144261112063	0.127934671232
e	0.00214358587137	0.0181967646113	0.280522330595	0.340864596487	0.181628450592	0.0207943416738	0.0140941970688	0.141755723411
g	0.00503790395712	0.0305667135371	0.185517040198	0.336848295496	0.160190202197	0.0207879033913	0.0480432323563	0.213008720804
i	0.00577743205237	0.0331395305124	0.112680874399	0.332080531832	0.189093336066	0.0323450226304	0.0585807524521	0.236302528835
r	0.00314010181079	0.0151198779041	0.073600939133	0.356131647277	0.340448332022	0.0488313395435	0.0292280008174	0.133499738178
è	0.00112881857226	0.0061770813347	0.048174695711	0.249358739092	0.520599344007	0.0459127171812	0.0252300696058	0.103418508726
t	0.000811537832753	0.00245432192823	0.0297706485703	0.177497356364	0.510598441336	0.0341619430604	0.119369697535	0.125336015575
s	0.000775479354251	0.00119030608274	0.0184588226901	0.136384588788	0.528126507112	0.0373413226868	0.150128519845	0.127594377625
i	0.00139276356142	0.00264619441758	0.01133588573	0.147356152929	0.640125269037	0.0881098858956	0.060698642615	0.0483351626417
d	0.00851439295381	0.0286842596059	0.0109465572433	0.12357523531	0.458746039679	0.0961963352985	0.143940382872	0.129396815214
ò	0.00983660657627	0.035202373642	0.00873923141443	0.07482138877	0.45655848656	0.0695371150995	0.182815937624	0.162488904071
p	0.00649236578376	0.0128950904207	0.00480329297148	0.0408691302567	0.432201766187	0.0567585930332	0.307194489208	0.138785330357
u	0.00986073959459	0.0125183789069	0.00645780282383	0.0576514414189	0.298031502729	0.102884422344	0.368264205069	0.144331550119
e	0.00796098696486	0.021036140969	0.0207593472746	0.0819135471396	0.33635475091	0.191842907448	0.18366293369	0.156469393373
m	0.010106946755	0.0528523849897	0.0242938610915	0.0601660417132	0.251852673637	0.158426659149	0.159772384563	0.282529041124
a	0.0112417453183	0.0555713879966	0.0261615046972	0.0692907299044	0.221817154546	0.107373706383	0.182698191521	0.325845570375
r	0.0045179101261	0.0248071769989	0.0267668562324	0.0633931703015	0.235942378182	0.119406375461	0.144875807174	0.380290323458
è	0.00168423451003	0.0127473832863	0.0147162805775	0.0308336871005	0.234739109394	0.11243870182	0.195631512391	0.397209094486
i	0.000779843984677	0.0112586357154	0.0290368890258	0.0606839623668	0.223976996465	0.0833548482733	0.217575280797	0.373333531495
</S>	0.000700998942338	0.0160305853577	0.0466739320129	0.0953496611834	0.198856518233	0.0642870956366	0.157298855398	0.420802335747
