 	è	che	sono	usciti	</S>
è	0.891011295	0.06662816695	0.026892397965	0.00328903705	0.0121790815
n	0.731492275	0.21152094565	0.0377450343217	0.00499606758333	0.014245662
a	0.686223191667	0.275681541883	0.0240262006072	0.00401714690211	0.010051908
g	0.505537340556	0.205612997294	0.0895555710357	0.158719654242	0.0405744485
u	0.374298103519	0.149223714431	0.185071610345	0.211371620614	0.0800349648333
ì	0.335927348506	0.101643023477	0.415937010115	0.0771405524047	0.0693520669444
k	0.121871760869	0.0624477118257	0.641308550038	0.123577800468	0.0507941873148
a	0.0460099879897	0.0246619774252	0.443929903013	0.177233986823	0.308164184105
n	0.0252003663299	0.0121174986251	0.188209222004	0.205201578941	0.569271374702
e	0.0337163554433	0.0081992519417	0.101340064001	0.276565409647	0.580178938234
</S>	0.0477813077216	0.00488181957085	0.0597379150005	0.296995004823	0.590603969117
