 	lo	sentii	che	arrivò	</S>
t	0.836726525	0.0701221265	0.001925624957	0.002706877965	0.088518811
o	0.896117475	0.0529105898333	0.002298836419	0.00119804308167	0.0474750096667
n	0.621700627167	0.332047163278	0.0126139383063	0.00146050877722	0.0321776792222
ì	0.215565489889	0.742768187759	0.0161442752688	0.00246501492574	0.0230569289741
k	0.33307975863	0.588469279253	0.00749825425627	0.00345421367525	0.0674984482247
u	0.39723521621	0.292863746418	0.161977716752	0.0459518035584	0.101971524408
s	0.171916308737	0.254319858806	0.353677572251	0.0628162695195	0.157270009803
a	0.125848836246	0.164063425602	0.336911497417	0.13449611484	0.238680156601
k	0.132957288749	0.0685793838673	0.242804862472	0.17486490628	0.380793558867
a	0.126018972916	0.0312624369558	0.145689624824	0.287324203427	0.409704766289
ì	0.0899556530787	0.0158358493186	0.0681281309413	0.601691214476	0.224389184096
r	0.0317682614662	0.0113426885729	0.0374146623138	0.635234078159	0.284240343365
t	0.0178673078221	0.00555263816763	0.0213956441046	0.61546200272	0.339722437788
e	0.022997222274	0.00211187549921	0.0099083690682	0.635337717573	0.329644849263
</S>	0.028767997137	0.0012535061496	0.0055952860841	0.562841458786	0.401541794631
