 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.883762435	0.0344208028	0.00532258311	0.01005614483	0.0350148565	0.03142324425
s	0.580936421667	0.2314167176	0.0505485857033	0.01157966461	0.0349780970333	0.0905405614167
o	0.375758240556	0.423701102533	0.0875113985678	0.00688664437	0.0123353398778	0.0938073127722
s	0.287707517852	0.538732177511	0.0892255961893	0.0103970326233	0.00498513642593	0.0689525265574
e	0.111578097951	0.667817125837	0.14344017873	0.0125984097744	0.00298447767531	0.0615817088525
è	0.0502356507837	0.514759528612	0.260743809577	0.111213465491	0.0296454776251	0.0334021202842
m	0.0194686264946	0.286774096204	0.315926863192	0.15403838383	0.0471153715417	0.176676724095
b	0.0121026952649	0.404164698735	0.261186534397	0.0801259052767	0.0273508841806	0.215069331698
i	0.019915585755	0.410329772912	0.209546898132	0.248826313759	0.0277121517269	0.083669306566
à	0.0175176427983	0.167338153971	0.133472777711	0.483973201253	0.102301579576	0.095396674522
t	0.00620996077943	0.0600723153237	0.0509040409037	0.378846757084	0.164172196525	0.339794761507
t	0.0264601858931	0.0579112094412	0.0264461896346	0.307753615695	0.181977758842	0.399451040502
i	0.0360672874644	0.0593995961471	0.0156382157115	0.317398588565	0.325464459614	0.246031833501
f	0.0156140730548	0.0277062643824	0.0081748981705	0.242562629522	0.363402736538	0.342539391167
i	0.0117494360849	0.0182866734608	0.00529164605683	0.183141356507	0.401247462179	0.380283430389
n	0.010445016895	0.0148662932869	0.00381598845228	0.165647342169	0.433334330726	0.371891043463
è	0.003935954675	0.00752531422897	0.00204226821076	0.151612235056	0.507003320242	0.327880901154
s	0.001806656435	0.00457968690966	0.00121761083025	0.0675416910187	0.583395463414	0.341458863718
t	0.002808284045	0.00750395480322	0.00127933764342	0.0282217621062	0.617439997805	0.342746611239
r	0.00431334554833	0.0122280422677	0.00208333501447	0.0126953261354	0.741558395935	0.227121493746
a	0.00447394084944	0.0115001030892	0.00253662683816	0.00649868467847	0.745754608645	0.229236014582
</S>	0.00436966942472	0.0089601600446	0.00220731016908	0.00407124328924	0.748064854322	0.232326767291
