 	lo	posso	finire	di	scrivere	</S>
o	0.44639379	0.432405575	0.0027132835	0.00218267405	0.00340122765	0.11290342
s	0.313741220667	0.497105035	0.0132692141667	0.00543333725	0.00758655875	0.162864596667
ò	0.106369084989	0.720682655	0.0168368157556	0.00585729151667	0.00827711707333	0.141977069022
z	0.159969919096	0.695520518333	0.0094897522852	0.00229794475222	0.00366943018111	0.129052496474
o	0.179636997032	0.577364506111	0.102531994762	0.0128004870641	0.0022528524937	0.125413161758
s	0.0654121350107	0.612194478704	0.168044738254	0.0252427813547	0.00467910926457	0.124426753519
p	0.0277250673369	0.568325619568	0.239703629418	0.0194982934516	0.0107322534215	0.134015151173
i	0.017184853779	0.365295461523	0.516927203139	0.0295215734839	0.0099257407405	0.0611451700577
c	0.030634090593	0.161501878841	0.58634937438	0.0411144811613	0.0262132758468	0.154186899686
c	0.056462988531	0.116687569614	0.580259324793	0.0252721210538	0.0314507271156	0.189867297562
è	0.0800565995103	0.094035741538	0.691181918264	0.0241224030179	0.0137029179719	0.096900446854
t	0.0749426231701	0.065589257846	0.599911082755	0.0281849696726	0.0249471950906	0.206424875618
s	0.0420053890567	0.037446172282	0.570768114252	0.0929906665575	0.0293351190302	0.227454546206
i	0.0274368243522	0.0175140469273	0.461809543084	0.313199462186	0.0429887703434	0.137051356402
à	0.0186289449374	0.0105670921424	0.192356815361	0.478604920729	0.165450765448	0.134391430467
t	0.00801839259913	0.00890976771413	0.074112663787	0.377743400243	0.263276045149	0.267939691822
s	0.00511724076638	0.00680701290471	0.0384212082623	0.203217401414	0.40902925505	0.337407880607
e	0.00565138268879	0.0050328350349	0.0252504740874	0.101347858805	0.61857481835	0.244142623536
g	0.0386494575629	0.00884999541163	0.0160711630291	0.0612602332683	0.54382299945	0.331346104512
r	0.0481952191876	0.00994280467054	0.0145232956764	0.0443525305228	0.520562826483	0.362423294837
à	0.0178950213409	0.00551579975685	0.0129126823921	0.0179201331409	0.686507942161	0.259248428279
t	0.00841446915863	0.00473034258562	0.00789820686403	0.00880085124697	0.563630834054	0.406525296093
s	0.0175198501529	0.00785881286187	0.019664211188	0.00494702364899	0.427443531351	0.522566572031
i	0.0195023625176	0.0103252506206	0.0428120120627	0.00430778511633	0.435570267117	0.487482317344
</S>	0.0118382199588	0.0095264768103	0.0529306085313	0.00456580855816	0.405358968558	0.515779888672
