 	era	molto	stanco	</S>
ì	0.9487104	0.025778166	0.0132524907	0.01225894035
o	0.930749286667	0.0404958166667	0.00693036276667	0.0218245456833
n	0.928810315556	0.0425394225556	0.00373082840556	0.0249194272278
e	0.799360311852	0.186791811185	0.00195672055185	0.0118911466426
p	0.433196494617	0.412203003728	0.0152478258506	0.139352674448
o	0.182375507206	0.611596801243	0.0237975542835	0.182230127316
d	0.0987803510687	0.601093583748	0.0351378847612	0.264988138272
d	0.0843718273562	0.588070344583	0.0360406313537	0.291517182757
h	0.0782082831187	0.757189081528	0.0577338218846	0.106868855919
ì	0.0299258998396	0.724442277176	0.186230123962	0.059401702973
s	0.0122994150799	0.604492542392	0.270267457987	0.112940560324
t	0.0066228792933	0.573040927464	0.303698649329	0.116637539608
r	0.00492747156443	0.494502075821	0.451108836443	0.0494616127027
à	0.00358461735481	0.279749785274	0.658110445481	0.0585551692342
k	0.00490116308494	0.256717301758	0.630934248494	0.107447324745
k	0.00562222446165	0.242432750586	0.659742882831	0.0922021456483
o	0.00295463665388	0.089314423862	0.864176594277	0.0435543026161
</S>	0.00191870342694	0.046817997431	0.912114297139	0.0391489513081
