 	Valeria	legge	il	giornale	</S>
e	0.98600928	0.00792221765	0.000490454488	0.0029987006395	0.00257926788
V	0.72321092	0.0699257559833	0.00367008737133	0.00777840630617	0.195414791547
a	0.464449966667	0.237173591994	0.00659297322378	0.0106414369687	0.281142027182
l	0.439107495556	0.322165330665	0.0157903361746	0.00751804818957	0.215418765727
è	0.578522571852	0.226994200222	0.0171174379915	0.00521100899752	0.172154761176
r	0.619881423951	0.269457796741	0.0254201142638	0.00252263916684	0.0827180496587
i	0.328898051317	0.58669946558	0.0299252690879	0.00164757290728	0.0528296654762
a	0.120529071772	0.811832188527	0.0354691623626	0.00248374358743	0.0296858454154
m	0.0648437385907	0.761173662842	0.0567820007875	0.00442282159581	0.112777759805
e	0.0827820728636	0.726129387614	0.0539112069292	0.00341131173194	0.133765960268
l	0.0751709016212	0.570180629205	0.157489570643	0.0206271383773	0.176531720423
e	0.0480725278737	0.537911409735	0.200450453548	0.0264168883924	0.187148748241
t	0.0408332659579	0.483519689912	0.212169674516	0.0201970650641	0.24328035418
à	0.0318864186526	0.241596616637	0.395257258172	0.048985861688	0.28227385306
o	0.0258075328842	0.190115015546	0.550697476057	0.093484673896	0.139895270687
g	0.0319609252947	0.139286301849	0.436059385352	0.0846948899653	0.307998464896
i	0.115131902765	0.232037770616	0.217227140451	0.0522707576551	0.383332424965
o	0.129302498922	0.270144308205	0.180031855484	0.192237291552	0.228284068322
r	0.0509300454407	0.131491360168	0.137839007495	0.240514617184	0.439224996107
n	0.0317088919469	0.0636823094893	0.0709753258317	0.271904899061	0.561728592036
à	0.0248957429823	0.0420040428298	0.0466214879439	0.51023291302	0.376245830679
l	0.0113226390608	0.0182633892766	0.023324629648	0.460586971007	0.486502400226
e	0.0174091987536	0.0695925650922	0.011394838716	0.199357872669	0.702245533409
</S>	0.0263440558768	0.125909532546	0.007243929608	0.101637894835	0.738864566704
