 	l	ho	sentito	che	viene	</S>
o	0.91599015	0.06453509	0.00010774295	7.2996478e-05	0.001160646165	0.0181333445
n	0.635247090667	0.205099773333	0.0216241668133	0.018057738926	0.0160147478983	0.1039564705
ì	0.251042636222	0.542731824444	0.0291391306378	0.024127787842	0.0221458106661	0.130812788933
k	0.396749610741	0.516596751481	0.0113266105793	0.00853339284733	0.0098698595887	0.0569237390777
u	0.444876616914	0.293011013827	0.0796903475264	0.0894337043158	0.0490515478629	0.0439367416926
s	0.193796480638	0.250662814609	0.147304885842	0.156194603105	0.069267350621	0.182773838564
a	0.138848835213	0.152493143203	0.104240470281	0.131458762702	0.206554468207	0.266404316188
n	0.108082659071	0.0626419050677	0.0587777900937	0.120551909234	0.299153699402	0.350792042063
a	0.0994971736903	0.0287587736559	0.0355402559646	0.0870126714113	0.385436529801	0.363754580688
r	0.0948294915634	0.0153455185186	0.0152748954215	0.0475853518038	0.4493988766	0.377565860229
t	0.0692433308545	0.0109383048729	0.0101289791405	0.0442241276013	0.485004458867	0.380460786743
i	0.0828187186182	0.0042800714243	0.0060605217235	0.0345460710004	0.668163419622	0.204131165581
</S>	0.0798906918091	0.00233826886215	0.00315306662675	0.0183285447002	0.726759559811	0.169529837791
