 	il	ladro	poteva	entrare	da	qui	</S>
o	0.631744295	0.363766045	0.00047209075	0.00044190977	0.0001682924915	0.0007122311565	0.0026951693
l	0.323571453133	0.430976895	0.0319698888167	0.00445471833667	0.0190659299248	0.101869278923	0.0880918678
à	0.118426003844	0.555341108333	0.0437965099389	0.00592208712889	0.0253902845216	0.135579678488	0.11554432205
d	0.280963809281	0.546957957778	0.0322646169796	0.00475044605963	0.0089543377872	0.0484197590093	0.0776890701333
r	0.34818003976	0.240344247593	0.307003582327	0.0158961613532	0.0041428806624	0.0193790145264	0.0650541008211
o	0.142167717253	0.107593039531	0.596874440776	0.117963770451	0.00676608955413	0.00658718789213	0.0220477486837
ì	0.050913629951	0.123986546844	0.497936413592	0.223354766817	0.0705118628514	0.018375499824	0.0149212628612
s	0.017626403517	0.121567139281	0.395006364531	0.191030658939	0.0939496412838	0.0298018519413	0.151017949954
o	0.0110164231723	0.0447873715937	0.419777258177	0.25378845298	0.0596048307613	0.0204630053138	0.190562679985
z	0.0162705187241	0.0213029198646	0.343612532726	0.267360078993	0.0626954069204	0.0314329347713	0.257325606662
e	0.0409135652414	0.0122821899215	0.302450947575	0.230855730998	0.0955870856401	0.0373310015904	0.280579488887
è	0.0412194544138	0.0081803033405	0.235646229192	0.219681150333	0.237640015213	0.149254001863	0.108378846296
m	0.0161597002713	0.00552710078017	0.110081909731	0.144550523444	0.263355343071	0.210081010621	0.250244398765
b	0.0573655595571	0.00421387989339	0.150432456577	0.114859927815	0.274518859024	0.110488585874	0.288120720588
i	0.098909136519	0.00604900016446	0.194581338859	0.0821057459383	0.418409473008	0.090617400958	0.109327891196
a	0.0660323685063	0.00660404772149	0.141914192953	0.0571357199794	0.357703477669	0.267346010319	0.103264197065
p	0.0319305918354	0.0049685326405	0.0847021629843	0.0422126769931	0.187255331223	0.327014850106	0.321915869022
ò	0.0177966609251	0.00235395960017	0.0442002378614	0.028882884951	0.0861267680743	0.461646696702	0.358992803674
t	0.00870550928837	0.000983004406723	0.0208254441538	0.0116331891703	0.0351622220248	0.668467365567	0.254223301891
t	0.0297868994295	0.00171024058891	0.0439485780513	0.00689016462343	0.0208712401749	0.635073355189	0.261719547297
u	0.0515731198098	0.00241773656297	0.0640626640171	0.00415533910781	0.012388476525	0.49585423173	0.369548432432
</S>	0.0519304124049	0.00213615498148	0.0591864240085	0.00327461940391	0.0071319742125	0.362869385865	0.513471031216
