 	da	da	un	famoso	poeta	</S>
p	0.477315333	0.018969231	0.11098890355	0.0603894906	0.01146788595	0.32086916
u	0.399951886333	0.121979114333	0.112132406083	0.0595515744333	0.01102105	0.295363972967
s	0.377959572778	0.272683111444	0.186417100261	0.0219089813778	0.00484343135	0.136187823956
s	0.157787125926	0.348328747148	0.380182100087	0.0178993967926	0.00401233145	0.0917903389853
è	0.068541292842	0.453989975716	0.390385233362	0.0367966029309	0.00419636248333	0.0460905506618
n	0.025722367314	0.512314575239	0.337429311121	0.074155400977	0.00592222516111	0.0444561168873
a	0.0113283978047	0.344786029746	0.49536178704	0.100050661992	0.00688912988704	0.0415839842958
f	0.0059899687349	0.141887497915	0.648949512347	0.0874101299973	0.0176273474623	0.0981355200986
a	0.0052876946783	0.0563710109717	0.608448860782	0.157405520999	0.0382129638208	0.1342739267
m	0.00477540699277	0.0227566413239	0.430205643594	0.373099000333	0.0425155566069	0.1266477489
ò	0.00199842177759	0.00959797160797	0.260166174531	0.527067486778	0.0702830942023	0.1308868463
s	0.00110741898253	0.00503319293599	0.16348484151	0.625888862259	0.0923960414008	0.112089613767
o	0.00303274620418	0.003979793212	0.07825546717	0.53345026742	0.2586681238	0.122613566256
p	0.00377744052139	0.003993570304	0.0502675957233	0.45968684914	0.333252241267	0.149022272085
o	0.0036706527938	0.00286475470133	0.0287932715744	0.373596442047	0.424274147089	0.166800727362
è	0.0033405521796	0.00153973874044	0.0120183501915	0.144059710682	0.718747362363	0.120294295121
t	0.0011475664382	0.00091791276348	0.00529244769717	0.0687742905607	0.840874924121	0.0829928710403
a	0.000569996876067	0.00076673743116	0.00264573756572	0.0295666728869	0.693648841374	0.27280202368
</S>	0.000532207588033	0.00070272391558	0.00223149983286	0.0153826964935	0.525293335687	0.45585753184
