 	la	pasta	vuole	sale	</S>
i	0.9727476	0.00836178555	0.00095058685	0.0011086092	0.01683144075
p	0.647849866533	0.0100818874167	0.101435202483	0.1165588961	0.124074177083
à	0.335447498711	0.196967009039	0.155185096161	0.155267569367	0.157132869361
s	0.259913272904	0.30991122968	0.094417427387	0.0734741671223	0.262283913454
t	0.157147007635	0.381787273227	0.118843612462	0.0460998141741	0.296122293451
a	0.100413616878	0.393461507742	0.363726850821	0.0317476931914	0.110650328117
t	0.041962401726	0.177128364581	0.60369489694	0.0478559043971	0.129358410706
è	0.0168203495087	0.0684030088603	0.70720057898	0.0728613181324	0.134714686902
l	0.00668333306957	0.0303148952868	0.772956492993	0.0856044627108	0.104440782301
i	0.00630558608986	0.0185837080956	0.633739864331	0.221591230904	0.1197796341
à	0.00612158268329	0.0110775140752	0.341308098444	0.552803910301	0.0886889370333
l	0.00213325657543	0.00393835578173	0.123316601948	0.819979503434	0.0506323100111
a	0.00142987238614	0.00164160326058	0.042150968616	0.706212734478	0.248564812004
</S>	0.00177049544307	0.00124080506029	0.021539398058	0.516377817239	0.459071476002
