 	le	ragazze	vogliono	guardate	</S>
t	0.77307965	0.047562039	0.0171281932	0.00921032225	0.15301979
a	0.723554406667	0.135582953	0.0176114170667	0.00847980198333	0.114771411
k	0.502554664222	0.231224611	0.0394674520222	0.0142606595611	0.212492591333
o	0.213229990741	0.486448317	0.0473852761741	0.0158649493737	0.237071481844
r	0.096567560247	0.689478762333	0.0669634242247	0.0168678773112	0.130122418681
à	0.0425937864823	0.725667197444	0.105450531408	0.0242109907704	0.102077516227
s	0.0255767012274	0.673381979148	0.127210500469	0.0209858039235	0.152845008742
i	0.0212401630758	0.514947889716	0.285218286823	0.0145246439745	0.164068974914
a	0.0114157478919	0.325755784239	0.538510995608	0.0382347093248	0.0860827169713
t	0.00583417416397	0.12392001458	0.642919775203	0.0726666731083	0.154659332324
è	0.00302009302132	0.0494097406933	0.703418925068	0.0767414277028	0.167409812108
l	0.00177083430711	0.0272178228978	0.654008925023	0.0618500125676	0.255152405369
o	0.00549917476904	0.0251523466326	0.550876448341	0.127246310856	0.291225733456
n	0.00775326472301	0.0244947352109	0.514288279447	0.206577840285	0.246885919485
e	0.017114406041	0.0241130614036	0.359519273149	0.344150956762	0.255102323162
k	0.025087206347	0.0266974614679	0.196086554383	0.375273775587	0.376854991054
a	0.0266042841157	0.0266668698226	0.106825899461	0.420246975196	0.419655960351
n	0.0210843771719	0.0218353747075	0.0741043178203	0.618786021732	0.26418991345
o	0.00933465402397	0.0132598303358	0.0491941966068	0.719583223911	0.208628104483
n	0.00531894246466	0.00925345211193	0.0306622772023	0.758701941304	0.196063394828
i	0.00240624244489	0.00634774690398	0.0239121034008	0.759951460435	0.207382431609
m	0.00444472248163	0.00777467883466	0.0157662552336	0.600709273478	0.37130504387
m	0.0249616774939	0.00881861361155	0.0117852120112	0.434517231159	0.519917247957
è	0.0640757741646	0.00999851387052	0.0123121895037	0.320582417053	0.593031092652
n	0.143833106388	0.0243018239568	0.0133892058346	0.145655997684	0.672819840884
a	0.145718988796	0.0367634373189	0.0233672259449	0.184492624561	0.609657713628
</S>	0.088949614398	0.0364626666594	0.0321346089724	0.276478622281	0.565974506814
