 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.4117362	0.037885859	0.00949888375	0.0118558485	0.0136535635	0.00466686955	0.0128128267	0.01559306375	0.182216594	0.30008029
t	0.374170233333	0.055598463	0.0278457189167	0.0156948558333	0.0111728941667	0.00493381281667	0.0130897033	0.0155568097833	0.182698477	0.29923902
s	0.543062044444	0.0880154643333	0.0813895496389	0.0112140132778	0.0074411265889	0.00236830833889	0.00511653480333	0.00598190350777	0.0684280577467	0.186982992167
e	0.436225121481	0.292730131444	0.169526333213	0.00578467415927	0.00401388622963	0.00106849249296	0.00176073438111	0.00212598284926	0.0231355127956	0.063629136889
r	0.176683284827	0.341003549148	0.210847264404	0.0460547894531	0.0172438865765	0.00607257144432	0.010433361937	0.00516218024975	0.0116638300652	0.174835266296
e	0.0753419812757	0.263839088383	0.308130134801	0.0659894298177	0.0317011878588	0.00867138634811	0.0134978619623	0.00642432649658	0.00865883195507	0.217745778765
k	0.0390603860919	0.343042752794	0.299706800267	0.0760570266059	0.0570298542863	0.0117237576494	0.0168245019708	0.00434701341219	0.011797030585	0.140410922922
a	0.023832072564	0.285760330931	0.381698355422	0.0871311255353	0.0640249784288	0.0132220838831	0.0179296898903	0.00357933535073	0.012175802795	0.110646274807
k	0.0180712030547	0.212977566977	0.417510085141	0.108941055178	0.0780340848096	0.0152442626277	0.0239797905301	0.00376693549691	0.0180622941983	0.103412748769
à	0.0141348669182	0.147531477992	0.42646942838	0.147289261726	0.0900727006032	0.0192512787092	0.02754619141	0.00438537839897	0.0205974370328	0.10272200259
n	0.00737947287273	0.058630358664	0.410321617127	0.201176273909	0.123436929201	0.0219544930697	0.0380186057033	0.00396828803299	0.0173714779776	0.117742503863
n	0.00511471874424	0.0277618852213	0.243019420042	0.359487091303	0.149939418067	0.0280930480232	0.0458133935678	0.004651423111	0.0157465801925	0.120373006054
i	0.00561963070141	0.0170464237404	0.224919406681	0.445879083768	0.165446534356	0.0463884803411	0.0271703638559	0.007191150137	0.0073573594975	0.0529815544513
t	0.00830791390047	0.0126827718135	0.163385978894	0.413076174589	0.165391891452	0.0548563201137	0.0366167356186	0.0154708120457	0.0160688333992	0.11414258915
s	0.00595742476682	0.0050403396045	0.110841937298	0.440228984863	0.148791900484	0.0494458687046	0.0420143728729	0.0183451603486	0.0345393774664	0.14479461805
ì	0.00249966443227	0.00210907859483	0.0661311590993	0.435152281621	0.175870150161	0.103514551568	0.078571975291	0.0236564967829	0.0339906118221	0.07850398635
c	0.00723868585409	0.00330585715828	0.0407598240331	0.369420703874	0.198258800054	0.114076959856	0.15164794843	0.0246071035943	0.018966969274	0.0717171361167
h	0.00891968831803	0.00378579890609	0.029807221011	0.439089644625	0.203996316685	0.069886184952	0.159417834143	0.0139684361981	0.00893533719133	0.0621935640389
r	0.00341315089601	0.0014926868487	0.019489652337	0.471811728208	0.231376962228	0.070736941984	0.145949902714	0.0143047843994	0.00407326899711	0.0373509423463
a	0.00473706038867	0.00368890097623	0.0112332331123	0.307425984069	0.319151814076	0.120262801995	0.146352534238	0.0377440341331	0.00410991249904	0.0452937017821
c	0.0228300037962	0.0127001376587	0.00963890237077	0.15925179269	0.315168214692	0.139009305665	0.131663388079	0.044053915711	0.0504165831663	0.115267733927
e	0.0289455662654	0.0155533042196	0.00938734212359	0.0927950015633	0.313229001564	0.143427606888	0.136768636026	0.0588856509037	0.0663342760554	0.134673606976
e	0.0136965352551	0.0093589656732	0.0093167475412	0.0452816541878	0.256856899521	0.155317557296	0.168810585342	0.153469424968	0.0999618670185	0.0879297513253
n	0.0056304234517	0.0044215554244	0.0084860696804	0.0369872757293	0.115974532174	0.119511737432	0.229619525114	0.181119601656	0.149633792339	0.148615483775
ì	0.0023666160989	0.00157709855913	0.00544266430347	0.0317432769098	0.062176674058	0.0819114424773	0.439402358371	0.134959312552	0.0958627517797	0.144557823092
c	0.00167052664797	0.000693628504043	0.00216426747782	0.0188463093033	0.0408289080193	0.0693990974924	0.542964206124	0.094245697184	0.0776988982599	0.151488486197
