 	non	sono	ancora	vestita	</S>
e	0.4530229985	0.019302331	0.02210605055	0.0107574015	0.494811235
n	0.172251246567	0.311241067667	0.0226111545167	0.0168682028333	0.477028306333
ì	0.062596280589	0.727018965889	0.0091633875389	0.0119959680178	0.189225364178
m	0.0295470301963	0.805062645296	0.023022968213	0.00782556607927	0.134541818793
e	0.0144902847321	0.602824525099	0.256210097738	0.00649432090642	0.119980851264
a	0.00618458874403	0.310860569033	0.375137305913	0.0168307301821	0.290986865421
n	0.00365077241468	0.124984239011	0.191406067304	0.0557534940607	0.62420544514
k	0.00365422613823	0.30481521167	0.092040202768	0.103476826687	0.49601354938
ò	0.0624495867127	0.544142250557	0.0625975859227	0.101227360562	0.229583250793
r	0.0821738199042	0.419402016852	0.289796125308	0.065759125854	0.142868938264
a	0.0620329109681	0.200379190284	0.422953078436	0.115102652618	0.199532200755
e	0.0543544462227	0.0842691357613	0.220261152812	0.167905500873	0.473209800252
n	0.0191096604609	0.0343827529204	0.0863727021373	0.154021563624	0.706113356751
d	0.0106562716403	0.0222229356401	0.0373100019124	0.388516737875	0.541294080584
i	0.0290375695468	0.0236853975467	0.0220450511041	0.622354365958	0.302877631861
m	0.0326585306489	0.0166469696156	0.0149464535014	0.723342475319	0.212405583954
è	0.0144627770163	0.0147316556385	0.0113062239005	0.707764391773	0.251734954651
n	0.0110981820054	0.0154685655462	0.00551298656683	0.696899797258	0.271020474884
i	0.0175768550018	0.0157858338487	0.00691591772228	0.679157515753	0.280563881628
</S>	0.0231233885009	0.0197397089244	0.00874764436114	0.548714482877	0.399674770814
