 	non	aveva	dove	a	stare	</S>
e	0.497990607	0.039736119	0.00317720598	0.0013331530215	0.04957626206	0.408186615
n	0.1816009836	0.284024235	0.0401915833933	0.0029021361405	0.06034671302	0.430934343
ì	0.0638012393667	0.668073395	0.0603372061311	0.00262731699683	0.0310133549833	0.174147496467
c	0.0247567151222	0.718253398333	0.100604617044	0.00254351351561	0.0609947433044	0.0928470196223
h	0.00939547855407	0.541569189444	0.309442895681	0.0030496973052	0.0709312878248	0.0656114645741
e	0.00898112026469	0.326321263148	0.500319165227	0.0400871745684	0.0335317793316	0.0907594928914
p	0.0087623396649	0.127441626849	0.364706733409	0.0537353765228	0.339326009777	0.106027902297
u	0.0792735551316	0.056518646083	0.181069032803	0.0636134785076	0.446661947926	0.172863362099
s	0.103010093027	0.0346221938943	0.123021655934	0.130074612836	0.257197163975	0.352074314033
t	0.0359000831923	0.0141814031314	0.0555096126447	0.142103940945	0.450697234658	0.301607764678
a	0.0139545501308	0.00560981807713	0.0243595560482	0.0919522569817	0.711419944886	0.152703901559
t	0.00541175687693	0.00506241775904	0.0104525778494	0.185932268994	0.600577081629	0.192563907186
ì	0.00200213274898	0.0349175705863	0.0160710639498	0.380454029665	0.315887745876	0.250667459062
</S>	0.00119471410949	0.0629348382931	0.0239916394749	0.451396314832	0.220239350938	0.240243124531
