 	non	mi	aspetti	non	vengo	</S>
m	0.46087487	0.01796902945	0.3070691895	0.0218778248	0.02363023325	0.168578925
ì	0.43795787	0.02610199615	0.331005903167	0.0227281241	0.0275229534167	0.154683144333
m	0.444479806667	0.0445878417167	0.334532094389	0.0313624552	0.0324370751389	0.112600674111
e	0.177605763222	0.346901313906	0.329105314796	0.0362571707333	0.0285308763596	0.081599500137
m	0.0620459995407	0.430785379302	0.346641541599	0.0420444779111	0.0441618517665	0.0743207188123
ì	0.0227499233136	0.196538281101	0.508443700533	0.0841609693037	0.0694432519222	0.118663896271
n	0.00917623043787	0.1119030377	0.571991046844	0.123793979768	0.0699666539741	0.113169048757
i	0.00393885554596	0.0456321395667	0.423637976281	0.341673659923	0.091883056658	0.0932342795857
e	0.00241515961532	0.0233057181889	0.151797687427	0.497224119974	0.157889632219	0.167367649862
n	0.00149400461177	0.0121257504963	0.0600461961423	0.369101713325	0.23002665074	0.327205683287
è	0.00080416547059	0.0050680581321	0.0408833510474	0.364637177775	0.292980406913	0.295626838762
r	0.000549605066863	0.0026106245107	0.0393696156825	0.457807199258	0.346498828971	0.153164130587
k	0.000368901932288	0.00146989234023	0.0255494937608	0.422134733086	0.461575686324	0.0889013098623
o	0.000815200537429	0.00116494925008	0.0125108884536	0.258158250029	0.664754828775	0.0625959029541
m	0.00462215384581	0.00784444565003	0.0225615601512	0.13207958901	0.726327576258	0.106564694318
e	0.00589252208194	0.01040952495	0.0255349296504	0.08110599577	0.687583158753	0.189473858106
</S>	0.00390844874097	0.006653954075	0.0151678342252	0.043850907035	0.689168329377	0.241250509053
