 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.995757415	0.00086234133	0.00069635588165	0.0005071586335	0.0002218427215	0.000377266996	0.001577633735
n	0.969389038333	0.0101339957967	0.0105362423606	0.00491586061117	0.000745900417167	0.000755511865333	0.003523466645
a	0.960249512778	0.0150584477322	0.0138941006869	0.00605914254039	0.000780379343056	0.000639017514244	0.00331941359167
v	0.657642644259	0.0100035147107	0.0525420207956	0.105164616517	0.0720795607517	0.0724851296972	0.0300825371072
o	0.357781334753	0.121172771237	0.118228813599	0.147914336839	0.0975907290839	0.0972422553657	0.0600697957024
r	0.538844958251	0.162511112746	0.116461357866	0.0630197839463	0.034603639028	0.0336733812552	0.0508857935675
à	0.49001310775	0.0676858732487	0.138686419289	0.172293901649	0.059073990176	0.0242516257517	0.0479950578558
s	0.187549172583	0.0537922710829	0.230524413096	0.275261123883	0.108551576725	0.0711599065839	0.0731615276186
o	0.0663314226277	0.0464341576943	0.210011213032	0.320108474628	0.185684015575	0.0865188321946	0.0849119212062
t	0.0278358873092	0.0206102258981	0.124354629677	0.342944968209	0.189103389525	0.0592327017315	0.235918255735
o	0.0173470497697	0.00891303119937	0.071962968259	0.28279417607	0.224565400842	0.0908729915772	0.303544398578
t	0.0129590139232	0.00409328553312	0.0297628937863	0.235424525357	0.246127700281	0.118529667192	0.353102899526
s	0.0084211308744	0.00201481862771	0.0150159580621	0.187637445119	0.288007880094	0.161892035731	0.337010722509
o	0.00484299015813	0.000869106625903	0.0057640778207	0.138328287373	0.379212576698	0.31426309191	0.15671984017
m	0.00293016018604	0.000474137865301	0.00263454877357	0.093987894791	0.469287742233	0.33664242397	0.0940430520567
ì	0.00235294022868	0.000555994628434	0.00181893905786	0.0679761732637	0.506722034078	0.34788578799	0.0726881160189
k	0.00387486450956	0.00118453795948	0.00200185298595	0.0328642864212	0.392126831359	0.48763082933	0.0803168120063
a	0.00536307593652	0.00149935415316	0.00191737942865	0.0154256943404	0.24391934712	0.631043629777	0.100831537335
i	0.00455454874551	0.00116179039439	0.00171758914288	0.0118668039801	0.0929929047067	0.749483949926	0.138222402445
m	0.00313441608184	0.000845431154797	0.00198856794763	0.02353063466	0.158046087236	0.674368103309	0.138086724148
è	0.00191813679395	0.000599812971599	0.00178110524921	0.0245718168867	0.179831183745	0.67811431777	0.113183609383
r	0.00226553619798	0.00127797306387	0.00311567044974	0.0258181716289	0.131429922582	0.756870179257	0.079222564461
i	0.00659555963266	0.00278184082129	0.00495869981658	0.0282517122096	0.112980488527	0.643254569752	0.201177168154
</S>	0.00992361781633	0.00346194741064	0.00525493775829	0.0218386986048	0.0650843557635	0.553104814876	0.341331669077
