 	hai	già	mangiato	</S>
è	0.97182788	0.02326262525	0.000232348847	0.0046771408
c	0.87163676	0.103729027417	0.00478909319567	0.0198451488
h	0.790651696667	0.168653545806	0.0136886000652	0.0270061770667
i	0.763486232222	0.190911438602	0.0162986750217	0.0293036844889
g	0.486193600407	0.253862406201	0.129482511007	0.130461501496
i	0.242491513136	0.342111482067	0.210708457002	0.204688560499
à	0.276981171045	0.409192254022	0.175615709001	0.1382108815
f	0.211214783515	0.298951254674	0.390764323	0.0990696351667
a	0.0807935116717	0.117417421125	0.545167257667	0.256621785056
m	0.0370177962239	0.0430429016083	0.545329119222	0.374610171685
è	0.016602641408	0.0176418712694	0.671975006407	0.293780500562
n	0.00931469321933	0.00724638295647	0.778445902136	0.204993020187
a	0.00433930352311	0.00336451168549	0.589177120712	0.403119050062
</S>	0.00357328281155	0.00226149669275	0.357844490356	0.636320725031
