 	hai	già	mangiato	</S>
ì	0.97939783	0.01590434175	0.000181449757	0.00451629865
s	0.890792426667	0.0851892839167	0.00458299610567	0.0194352713167
e	0.832931692222	0.133362821306	0.00646882023522	0.0272366897722
g	0.576651548407	0.225070200435	0.0816505796117	0.116627675924
i	0.263661790469	0.453928050145	0.118057147204	0.164353005308
à	0.239183736823	0.604258333382	0.0726460197347	0.0839118871027
f	0.165711155441	0.447192521127	0.307444889912	0.0796514143676
a	0.0696179183137	0.178619906376	0.545133149971	0.206629031456
m	0.0367860955712	0.0663246784587	0.573313186657	0.323576033819
è	0.0174305049904	0.0266006653529	0.667900128886	0.28806867794
n	0.0103993788635	0.0107106373843	0.771257176295	0.20763279598
a	0.00500465398783	0.00477574286143	0.612712852098	0.377506751993
</S>	0.00425343824391	0.00304582193071	0.415942141049	0.576758600997
