 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	0.24601835	0.0725294025	0.1528109028	0.0152528155	0.01231825215	0.05714043005	0.00576190425	0.0141459658	0.424021975
d	0.408439	0.0743801941667	0.158453271933	0.0159286059667	0.01228513495	0.0571089120167	0.00438070193	0.0119640992333	0.2570600612
ì	0.648159266667	0.0969230280556	0.072698198311	0.0087497757889	0.0165858618833	0.0205776323389	0.00305984365667	0.00841683304443	0.124829533267
s	0.571266288889	0.114467736019	0.103842386104	0.00867565626297	0.0522278956278	0.0199586097796	0.00815297255222	0.00900320184814	0.112405239089
o	0.35082133013	0.315545362006	0.153912165368	0.0210788040877	0.0545846350426	0.0202041545932	0.00848224053074	0.00500701717771	0.0703642585963
n	0.122005444327	0.527267967335	0.161553688456	0.0365061490292	0.0427313515142	0.0136223655311	0.00711690685691	0.00356619158757	0.0856299237654
t	0.041124439239	0.517419579112	0.219209052819	0.0494023413431	0.0427151668381	0.0266998275104	0.0072431993523	0.00351619432919	0.0926702085885
a	0.0150639806597	0.493714106371	0.321009394273	0.0699102004477	0.0245323596127	0.0321966561701	0.00326959515077	0.0023213306764	0.0379823998628
t	0.00624025962657	0.355200195457	0.386693578091	0.109003123483	0.0490883242042	0.0209169227234	0.00594905368359	0.00338980192547	0.0635187962876
i	0.00278616888219	0.201780989819	0.48051120603	0.154016234494	0.0605925237347	0.0169076245745	0.00687455722786	0.00395043034182	0.0725803014292
k	0.00178822001073	0.112706929273	0.611082018677	0.135672931498	0.0380438352449	0.0472774458582	0.00348101987595	0.00376598934727	0.0461816358097
i	0.00142409988691	0.0553749327577	0.644378556226	0.155590343833	0.045459553415	0.0567136742861	0.00237579250865	0.00334145721576	0.0353415582699
a	0.0011337357123	0.0285803979192	0.485599698742	0.347178661278	0.0602048094717	0.0475998124287	0.00203100725288	0.00440686850525	0.0232649647566
t	0.0004783752641	0.0120874594731	0.249103939581	0.358226073759	0.237892511491	0.0426637724762	0.0181711624176	0.0120583431684	0.0693183665855
è	0.000258856988033	0.00596131462437	0.132406605194	0.20578195792	0.49982786383	0.0220143138254	0.0313459014725	0.0181405507228	0.0842626198618
r	0.000564936119344	0.00395576557479	0.203571057065	0.135632544307	0.52507739461	0.0218732926085	0.0243324531575	0.0167587542409	0.0682337742873
a	0.000848121806448	0.0027897568916	0.218389837355	0.110726746436	0.404262671537	0.176101772203	0.0200447507192	0.0103959100803	0.0564404157624
t	0.000629752162149	0.0024810554972	0.107107365785	0.116083845479	0.430552637179	0.232282551401	0.0288637645731	0.00832970602677	0.0736692862541
i	0.000828214880716	0.0034349728324	0.0581558492617	0.0857933811597	0.440113825726	0.269314324467	0.0412051508577	0.0125498170089	0.0886044010847
n	0.000854421850239	0.0034190034108	0.0325548397539	0.0566913997199	0.439461445242	0.277460830156	0.0650474762859	0.0195924643363	0.104918066028
ì	0.00033453370208	0.0018573537436	0.0140196136846	0.0316817295066	0.539737318414	0.111626281719	0.165659122095	0.0272457161121	0.107838320343
c	0.00118982102936	0.00115070078787	0.0246076949949	0.0199291421022	0.568452086138	0.0566736942397	0.182519971698	0.0298175870374	0.115659288448
h	0.00154667600312	0.00083733230929	0.0282392574983	0.0161234827007	0.691158428713	0.0343003860799	0.0939512858993	0.0215882283458	0.112254914316
a	0.00138531119437	0.0022349173831	0.0214568589994	0.0114319389002	0.598749016238	0.13663089936	0.151384272966	0.0174018864486	0.059324935272
p	0.00504153499812	0.00480804166103	0.0515593879998	0.0189462763001	0.274387314413	0.34220175312	0.161281049322	0.0479284321495	0.0938462440907
à	0.00548329756837	0.00386160065368	0.0505387217333	0.0169108092767	0.130956077138	0.295478587707	0.321920608107	0.0724730740498	0.102377206364
r	0.0175288947585	0.00242437165123	0.0275751223111	0.00733598673557	0.088310379046	0.121264239236	0.383057698369	0.164264988017	0.188238283788
o	0.0219396650528	0.00298284541708	0.022952981437	0.00489309354519	0.0562211073487	0.107895506412	0.330869478456	0.224830462672	0.227414866596
n	0.00963651295093	0.00488852800569	0.027193112479	0.00552763618173	0.0308139404496	0.152110078804	0.320033740819	0.165376949224	0.284419527532
t	0.00547631615031	0.0053558366019	0.028685667493	0.00551224816058	0.0253452151499	0.134574907601	0.200897031606	0.144486178075	0.449666599177
a	0.00257659611677	0.00401695770063	0.0193702124977	0.00345003555353	0.0207736982166	0.0769123195337	0.237440830535	0.263331499358	0.372127846392
s	0.00141142199226	0.00366918360021	0.0144535311659	0.00327214195118	0.0192102655722	0.0467364815112	0.241464066845	0.293090646453	0.376692262131
t	0.000875567234087	0.00250395700007	0.00745084312197	0.00239734568373	0.0206358655241	0.0241792308704	0.210852542282	0.264488138818	0.46661651071
