 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
e	0.673533425	0.1720630625	0.01247375825	0.00769418842	0.000789138315	0.00143737374	0.0010026196	0.00225645583	0.12875
t	0.397983633	0.2374226775	0.0429146030833	0.00912400914	0.00367400394833	0.00338075107333	0.00313413976667	0.00176693093	0.300599246667
t	0.169247874	0.470582859167	0.0476942602611	0.00477998477333	0.00458515404944	0.00395578935578	0.00380087157422	0.0013979893695	0.293955234289
è	0.100243195	0.774189619722	0.0198831576537	0.00213310828444	0.00159543494981	0.00134875514659	0.00128231427841	0.000481901763667	0.098842495763
d	0.185735563667	0.712049589907	0.0283797982179	0.00184149106148	0.0029348213166	0.0022291646122	0.00156714599447	0.000264213602222	0.0649981441877
e	0.204369934822	0.601403979969	0.121134926739	0.0112320990205	0.00384639510553	0.00257753436407	0.00165956962482	0.000185398597741	0.0535900875659
c	0.0744675862073	0.61894185999	0.202674452246	0.0194203033402	0.00431362003518	0.00374158891469	0.00176454763494	0.000728631796247	0.0739473620253
i	0.0311916363691	0.621268186663	0.238928924082	0.0162746394467	0.00444251091173	0.00417185183823	0.00181490551831	0.000925652698749	0.0809816942584
d	0.0145880127564	0.530458528888	0.294422858027	0.0157936988156	0.00659317173724	0.00512590597941	0.00265016211277	0.00176200196625	0.128605665003
è	0.00880587397547	0.346328376296	0.455805329342	0.0184433856052	0.0132495505791	0.0063791860598	0.00329270100426	0.00226923182208	0.145426345734
t	0.00541796724849	0.267039098765	0.474682943114	0.0146440838684	0.0228434575264	0.0120618174199	0.00654943573475	0.00594674227403	0.190814422645
s	0.00453412131616	0.221269456255	0.466358564371	0.0095097956228	0.0539902785088	0.0217959714733	0.00987854691158	0.00716442901134	0.205498822782
a	0.00300285273872	0.134450642418	0.625073238124	0.0502700285409	0.0855166328363	0.0211656546578	0.00677677563719	0.00281833533711	0.0709258503607
m	0.00967126117957	0.0777629244727	0.588342279375	0.0841150495136	0.0695897659454	0.0193521017193	0.00638375487906	0.00499625319237	0.139786620987
o	0.0118212928599	0.0633153428242	0.526248526458	0.124222119838	0.0780638303151	0.0211132205731	0.00648435052635	0.00572627549746	0.163005018662
k	0.0147494767533	0.0522324936081	0.453293328819	0.141331706613	0.094361020105	0.0266721218577	0.0104757257421	0.00642515626582	0.200458941221
a	0.0166646743511	0.0503884978694	0.312226379606	0.131239502204	0.189897150035	0.0615892072859	0.0157876905807	0.00694223648861	0.21526466874
s	0.00802771861703	0.0357063209565	0.191958085535	0.112244686068	0.270548016678	0.105649175762	0.0351184141936	0.0066411028962	0.234106487913
ì	0.00313884887568	0.0180792748855	0.0865078941783	0.051469025356	0.343691922226	0.170587875254	0.0743880980645	0.0093964274654	0.242740621638
m	0.0120153338952	0.0170668995285	0.0779249547261	0.0255696077853	0.330385968742	0.169442561751	0.0806568016882	0.0180676793218	0.268870172879
