 	il	morto	si	piange	</S>
o	0.924221755	0.03404402635	0.0019461761	0.003731891515	0.036056217
a	0.610837304767	0.05578280045	0.244989887133	0.0123843226483	0.0760057036667
p	0.208021067689	0.0541018868167	0.442351695711	0.0303134998828	0.265211857889
e	0.074312942663	0.356509498939	0.268700383237	0.0252906783176	0.27518648023
t	0.0291190647543	0.703279476313	0.135308302412	0.00970564376253	0.12258753101
a	0.0166791840181	0.779795482104	0.123338244137	0.00579460388751	0.07439253967
m	0.0155866873394	0.585322027368	0.119749261379	0.0160069026292	0.263335132557
m	0.0308756851131	0.505109449123	0.105501163793	0.0292707112097	0.329242956519
è	0.071683707371	0.571937526374	0.111393644598	0.114852148403	0.13013292984
n	0.0820226257903	0.401294535458	0.181059408199	0.228073929468	0.10754948528
o	0.0505493739301	0.244121541819	0.425150356066	0.187567443156	0.0926112984267
i	0.0256304986434	0.126195347273	0.597205118689	0.149834427719	0.101134649476
k	0.0138744472145	0.0605855234243	0.405795319563	0.155691872573	0.364052863159
l	0.00767611530483	0.0277105098081	0.208553656521	0.317271150858	0.43878854772
è	0.00308347056828	0.0133818365027	0.140000107174	0.593709700286	0.249824835907
e	0.00127688908943	0.00858116973423	0.0921736407247	0.669948016762	0.228020221969
t	0.00084310022981	0.00739337157808	0.0603064459082	0.494741025587	0.436716010656
e	0.00205436794327	0.0126549468594	0.0305161756361	0.449756538529	0.505017946885
</S>	0.00328558597164	0.0191250234297	0.021654559818	0.568080234264	0.387854573443
