 	non	ti	dimentichiamo	mai	</S>
e	0.563375905	0.09193783532	0.02060600465	0.0060252033	0.318055035
s	0.257453393233	0.23845839844	0.19683571555	0.00730970976667	0.299942757
e	0.123302304311	0.473998386147	0.275088858517	0.00453947862222	0.123070962333
a	0.0803994812037	0.500808898716	0.281070282839	0.00636560624074	0.131355735444
l	0.0293705734079	0.264821541239	0.572394557613	0.00828109248025	0.125132235148
l	0.0107088181093	0.115408268746	0.815596029204	0.00913107622675	0.0491557821827
i	0.00551545943643	0.0779443162487	0.719050099735	0.0780095437422	0.119480577861
m	0.00329504647881	0.0451335537496	0.620934533245	0.164848151247	0.16578872262
o	0.0054916791596	0.0218831875832	0.476334701082	0.240870163749	0.255420270873
n	0.0061997927332	0.0185928995277	0.298166543694	0.261127104583	0.415913666958
ù	0.0024548016244	0.0150713235092	0.277469227898	0.373284491528	0.331720148986
m	0.0024805710748	0.00762066450307	0.253183229299	0.498815040509	0.237900499662
e	0.0031181412916	0.00507030966769	0.174744970766	0.497152623503	0.319913959887
m	0.00251079093053	0.00333482472256	0.0624836452553	0.624073241168	0.307597513296
à	0.00169790160351	0.00249866496085	0.0263040637518	0.758274380389	0.211225004432
i	0.00205602586117	0.00364162137362	0.0290520485839	0.67311485013	0.292135448144
</S>	0.00304436008058	0.00579805318681	0.0415253732919	0.559934310065	0.389697894072
