 	sta	e	dorme	nel	letto	</S>
s	0.51311106	0.0736157685	0.09136460615	0.00707514116	0.045460564	0.269372799
t	0.44941962	0.135272406167	0.0969288747167	0.00819749952	0.042628995	0.267552574333
e	0.435281916667	0.381642668722	0.0526884032389	0.00596234630667	0.0182282011667	0.106196394111
c	0.183605700089	0.470700242907	0.098609253413	0.00749622810222	0.0199440912222	0.219644426037
e	0.0797379312297	0.541374864302	0.106333478138	0.00616354026741	0.0180792000507	0.248310995846
p	0.0444072118766	0.513278198101	0.114450016379	0.00705071298914	0.0249025329936	0.295911352449
l	0.0202807480922	0.396367759367	0.231780138793	0.00832683566305	0.0279622163979	0.315282317483
ò	0.0121097211307	0.410403049789	0.411816306264	0.0109654988877	0.0154407945326	0.139264635828
n	0.00726552434357	0.231175253263	0.405858168755	0.0125587350626	0.0180319628442	0.325110361943
n	0.0323407996479	0.177670607754	0.409389789585	0.00777847878753	0.0138648859947	0.358955433648
i	0.0481381345493	0.161760632585	0.567234263195	0.0592772669292	0.0169343880449	0.146655314216
s	0.0264838435164	0.0751683096617	0.426259137732	0.0879152473097	0.0382737613483	0.345899714739
t	0.0267670051721	0.0689644320206	0.278694245911	0.0695443707699	0.0620500471161	0.493979904913
o	0.0309119400574	0.0800034506735	0.244616335304	0.204662036923	0.113071879039	0.326734368304
g	0.0173198980191	0.0467748202245	0.129021001101	0.253774362308	0.182606026346	0.370503922768
r	0.0405059090064	0.0472797517415	0.0837997597003	0.168053874103	0.245941128782	0.414419587589
à	0.0466721855355	0.0441071779138	0.0729653822334	0.176943184701	0.401066016261	0.25824605253
t	0.0177688332118	0.0231461196379	0.0372310407445	0.1329079139	0.38860775542	0.40033834751
t	0.123491816571	0.061484134546	0.0331737485815	0.0764171249667	0.223313378473	0.482119782503
i	0.166343731857	0.0899342915153	0.0456283245272	0.0603479639889	0.239602256158	0.398143390834
</S>	0.0977164954285	0.0781686307577	0.0458266587636	0.0423200784944	0.286312278079	0.449655820417
