 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.56115776	0.04885926	0.040904734	0.015329784	0.0063733575	0.05662695	0.0037415083	0.023236241	0.24377035
ù	0.9957426	0.0033270188	0.0005932797	0.000110361696	1.3624841e-05	0.00019112266	1.0539412e-05	4.6459973e-06	6.7341225e-06
o	0.9712884	0.027046802	0.0011780581	0.0002390911	5.691371e-05	8.037662e-05	1.742389e-05	3.196887e-05	6.0861363e-05
o	0.27174592	0.71774906	0.007673455	0.0015143355	0.00042745515	0.00040020415	5.57176e-05	6.8866975e-05	0.0003650925
f	0.010002771	0.9711157	0.015976092	0.0016740637	0.00043840226	0.00026477	6.442151e-05	0.0001174446	0.00034642624
r	0.0013250682	0.9685706	0.028313352	0.0014907849	6.0159124e-05	0.00016355317	3.4078676e-05	2.6616543e-05	1.5711747e-05
a	0.08976364	0.5846095	0.15744098	0.06993574	0.017241227	0.039085798	0.0053922683	0.00260584	0.033925053
b	0.008874326	0.800775	0.16444294	0.007398327	0.00089569925	0.015114017	0.00031227022	0.00034587883	0.0018415435
b	0.0003255044	0.61919665	0.2736779	0.06431161	0.00784221	0.025160974	0.0033181284	0.0007786537	0.005388325
i	0.062184803	0.68438035	0.19317463	0.019877315	0.0031972877	0.021785932	0.0016513916	0.00089785457	0.01285044
k	0.0007774832	0.29132664	0.6473253	0.019162538	0.005742854	0.018041153	0.0005561358	0.0045848093	0.012483091
è	2.6192225e-05	0.24886936	0.4879005	0.11747462	0.026640303	0.07788657	0.020547861	0.011451494	0.009203149
s	2.1646718e-05	0.06815621	0.877394	0.03876227	0.0044790553	0.0068164957	0.00043658196	0.0006257217	0.0033080764
s	5.862713e-07	0.02807431	0.8603147	0.09478885	0.0034322569	0.0112414295	0.0010929238	0.00017796356	0.00087693357
a	0.0008629009	0.15335692	0.6634791	0.053058613	0.009797331	0.042625014	0.004348916	0.012922603	0.059548542
n	4.897221e-07	0.0026928093	0.7685566	0.19514257	0.015898777	0.00942755	0.00027131516	0.0013570824	0.006652787
o	2.6236096e-06	0.0030907148	0.52575487	0.28354666	0.08468042	0.06672402	0.017171284	0.0062275976	0.012801863
m	2.5415728e-08	0.00033209255	0.17606618	0.6555848	0.1435494	0.013073281	0.0019383437	0.003546947	0.005908957
a	2.6410723e-07	9.297869e-05	0.07966428	0.8045669	0.074397035	0.031943556	0.005193733	0.0012271896	0.0029140066
s	5.7999003e-08	6.9449525e-05	0.042125825	0.75917834	0.160459	0.025547972	0.0031329803	0.0044964342	0.0049898406
t	8.475666e-08	1.4895131e-05	0.009962306	0.64600027	0.24724299	0.07352476	0.016086023	0.0027609686	0.004407671
ò	1.4439622e-06	0.0035178617	0.16080116	0.64436686	0.025510393	0.032581493	0.0058086417	0.010280438	0.11713169
r	3.1882266e-09	2.6695217e-05	0.016363382	0.8451673	0.087491415	0.03843351	0.0006388801	0.0005267244	0.011352075
i	3.1036624e-08	6.161725e-06	0.0022635243	0.8591645	0.07722104	0.054583985	0.00422483	0.0009268769	0.0016089734
k	1.17420536e-08	1.3714806e-06	0.00043095692	0.2184493	0.62747926	0.12595436	0.0068127625	0.0043277326	0.016544241
a	8.2888885e-10	1.4221253e-07	0.00011904132	0.2501966	0.5419571	0.17024285	0.030061282	0.0024727276	0.004950332
ì	2.8217104e-09	2.2655456e-06	0.00019548225	0.061595492	0.39784196	0.45463714	0.051659197	0.018402481	0.015665958
a	4.5987396e-09	2.9456672e-07	1.4699717e-05	0.0019209665	0.008773285	0.9625379	0.012679239	0.012654686	0.0014189339
n	1.8101577e-08	1.112093e-06	6.5432905e-05	0.0036821216	0.03296082	0.7902477	0.12681736	0.021290302	0.024935195
e	5.413051e-08	1.0711318e-06	5.2219628e-05	0.005888207	0.018674584	0.47812477	0.47229853	0.02361461	0.0013459158
e	9.320322e-11	7.9584214e-07	2.2729768e-05	0.00072225725	0.0073113414	0.23911752	0.6109977	0.10911721	0.032710444
f	5.596305e-09	1.4275403e-07	8.144204e-06	0.00026561483	0.0030633747	0.36881965	0.48494855	0.102796204	0.040098365
r	7.4608884e-08	1.0673342e-06	5.931229e-05	0.00042032433	0.0014825728	0.17411247	0.7108834	0.10286331	0.010177506
a	3.6781644e-10	1.3504881e-07	2.1120152e-06	8.228185e-05	0.0039585317	0.009558754	0.27730867	0.08166143	0.62742805
b	2.6003163e-06	4.1305786e-05	0.00010179404	0.00061212666	0.0010307507	0.07202075	0.10781248	0.1585665	0.6598117
b	9.2205893e-10	2.8173086e-09	4.8055863e-08	3.2068087e-06	0.00090887444	0.0041693277	0.28268528	0.4232276	0.2890056
i	4.688699e-10	5.6512755e-07	3.2370943e-05	0.0025504604	0.01107337	0.028792674	0.22330172	0.08822843	0.6460205
k	4.8004863e-06	5.093538e-06	7.916543e-06	8.359148e-05	0.00026226294	0.050659213	0.046682693	0.28434497	0.6179494
a	3.2499486e-10	3.3171503e-08	2.1360947e-07	2.1936216e-06	9.556674e-05	0.0005693877	0.051630534	0.80601084	0.1416912
t	1.3112317e-07	1.2202341e-07	4.2793107e-07	3.5851047e-06	8.765617e-05	0.0016294913	0.00900334	0.57203966	0.41723555
ò	1.8279977e-08	4.2868245e-07	1.541172e-06	1.5818192e-06	1.6942395e-05	8.945269e-05	0.018321572	0.92850715	0.05306135
