 	il	morto	si	piange	</S>
o	0.8423448	0.0246186	0.0005080371	0.028204914	0.10432361
a	0.62740743	0.36748695	0.0016767946	0.0012871851	0.0021416587
p	0.036989585	0.9598034	0.0014301586	0.0007778701	0.0009990174
e	0.07401885	0.9164963	0.0051810932	0.003920275	0.00038349308
t	0.026156643	0.9642215	0.003727259	0.004439745	0.0014547976
a	0.0058916337	0.9610617	0.023484264	0.007572319	0.0019900475
m	0.0017090546	0.58322185	0.26809034	0.122579515	0.024399187
m	0.0002952154	0.8129915	0.14970717	0.02752826	0.00947794
è	0.060741432	0.6081763	0.06273368	0.05391996	0.21442857
n	0.020355018	0.0537746	0.30298403	0.28601435	0.33687198
o	0.0005026791	0.1232051	0.45943493	0.3356179	0.081239365
i	1.393958e-05	0.001034488	0.334338	0.3027448	0.3618688
k	2.0725707e-05	0.0006113501	0.2927963	0.6425723	0.063999295
l	3.833484e-05	0.0002332616	0.034386065	0.9565883	0.008754113
è	6.0681403e-05	0.0018172088	0.018154465	0.40784353	0.5721241
e	6.797799e-05	0.0002666799	0.002032957	0.59786135	0.3997711
t	1.2120942e-05	1.7969218e-05	0.0042915978	0.57365066	0.4220277
e	9.6651355e-08	4.6321744e-05	0.0009332567	0.6114669	0.38755345
</S>	1.6014999e-06	8.203499e-06	0.00065103185	0.26806796	0.7312712
