 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.77136433	0.015336344	0.0010965267	0.006268773	0.004827544	0.0067144088	0.033989977	0.16040203
è	0.98557407	0.007853193	0.0045852554	0.00086483755	0.0005938593	0.00023976562	0.00023992872	4.9037193e-05
l	0.9546279	0.03786368	0.005465171	0.0007171288	0.0004469382	0.000331291	0.00045967355	8.83899e-05
o	0.8414766	0.016343141	0.13860029	0.0006623006	0.00160288	0.0002508309	0.0010159834	4.7961756e-05
k	0.010262558	0.9193939	0.0029445065	0.020437581	0.015145598	0.02381808	0.0033744255	0.0046233246
a	0.005747165	0.8337582	0.08905387	0.011879319	0.037615616	0.008175305	0.011718827	0.0020517237
i	0.0012330449	0.6638075	0.017203838	0.15177637	0.050822377	0.08918908	0.011305268	0.01466251
M	0.00018782736	0.01932012	0.9459571	0.017827677	0.00565158	0.0015629034	0.008994866	0.0004978641
a	0.0066619157	0.15767762	0.15589473	0.06647874	0.31734356	0.08565233	0.15587184	0.05441922
r	0.0019036086	0.04716941	0.00035581217	0.08821067	0.011040101	0.5260671	0.003320641	0.32193273
ì	0.003810009	0.10676374	0.030923842	0.050734375	0.28454587	0.22183545	0.05709803	0.24428864
a	0.0134083005	0.030974409	0.057914577	0.34724763	0.113066964	0.33733645	0.004729945	0.09532168
è	1.415786e-07	1.9996958e-05	0.0006945611	0.81766087	0.084835164	0.05817389	0.031117398	0.0074980054
n	2.7362762e-06	0.0003545049	0.097216934	0.15552786	0.5388711	0.0137662515	0.19299878	0.0012617819
a	1.1297656e-06	5.818561e-06	0.23001426	0.006007784	0.5865895	0.0068544536	0.17046455	6.255572e-05
r	2.204343e-06	6.315669e-05	5.463447e-05	0.0023521965	0.12286212	0.8356465	0.0379075	0.0011117184
t	9.31468e-07	1.6887849e-05	0.0030015255	0.010546978	0.5698927	0.0512094	0.32769096	0.037640586
i	0.0034200766	0.024463303	0.035369113	0.09499982	0.050231207	0.011627389	0.004504266	0.77538484
à	5.1514284e-08	4.4883313e-07	1.2728652e-06	0.00058948767	0.004437912	0.93496	0.03282843	0.027182445
v	2.1784567e-08	6.2701176e-08	2.3338142e-05	0.0012056798	0.00024771463	0.00055491633	0.9950598	0.002908451
v	9.3084623e-10	1.1450435e-09	8.5593e-05	9.9706944e-05	0.0009973571	5.6933226e-05	0.9986816	7.88801e-05
r	5.669421e-07	2.1702263e-05	0.00015097651	0.022941131	0.0038676846	0.01066344	0.0022964543	0.9600579
i	7.0160254e-08	2.4724038e-06	0.0031017538	0.06392473	0.00581076	0.016971532	0.016804775	0.8933839
</S>	9.091604e-07	6.8015936e-07	2.0326152e-06	0.00026308285	0.00019906205	0.023876991	0.028006855	0.94765043
