 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.9350635	0.029528027	0.0015953158	0.0059081344	0.0018175709	0.0017128907	0.00064234075	0.00081919535	0.0031217225	0.019791404
d	0.9320405	0.039748956	0.022230854	0.0031601219	0.0014383484	0.00078269845	0.00044879643	4.082818e-05	5.299766e-06	0.0001034751
r	0.3433685	0.64996165	0.004191656	0.0023452637	2.7520528e-05	5.1167117e-05	4.1981282e-05	7.2180496e-06	3.364945e-06	1.7292847e-06
e	0.15784863	0.6400037	0.0049798777	0.13363671	0.014779169	0.028558157	0.011522724	0.005226632	0.0008443662	0.00260005
f	0.003991896	0.98580235	0.00027371096	0.0077819484	0.00044707258	0.0004596079	0.00046290748	0.0002718494	0.0002797026	0.00022898587
f	0.052228	0.48239502	0.042837862	0.19865082	0.029241985	0.06838581	0.065928504	0.04010927	0.012888118	0.0073346654
ì	0.08016012	0.698375	0.007533568	0.073673	0.02094127	0.03957839	0.0123323705	0.018110685	0.0139478985	0.035347782
m	0.0022692813	0.98245186	0.00087500276	0.012424484	0.00066090317	0.00051272823	0.0005505227	0.00014511445	4.6174504e-05	6.395002e-05
m	0.006903165	0.88045627	0.01842785	0.0725002	0.0037627802	0.009812883	0.0055463943	0.0018938174	0.00051055325	0.00018604698
u	0.07063356	0.73787117	0.013699248	0.050914176	0.011563295	0.027470328	0.007559371	0.018749742	0.013975052	0.047564074
f	5.2103715e-05	0.41450837	0.11831629	0.4460001	0.01142529	0.0043396256	0.0017913422	0.0009884009	0.0007203563	0.0018581963
ù	0.00025556562	0.09085951	0.25484076	0.38048443	0.040012836	0.08557826	0.077650025	0.05072695	0.013252592	0.006339136
e	2.8860635e-05	0.013880202	0.76370937	0.2057363	0.013074532	0.002196198	0.0010616267	0.00015282206	5.1523297e-05	0.000108640765
p	1.7874576e-05	0.0073584877	0.15919977	0.4572197	0.3263024	0.041645236	0.007589342	0.000309712	5.2039242e-05	0.00030553908
p	8.579913e-06	0.00026152312	0.1937556	0.7688393	0.021772802	0.011218092	0.003203309	0.0007074943	0.00015438932	7.894856e-05
ò	0.0019955502	0.009257325	0.3104485	0.30807427	0.06580696	0.082360975	0.016689794	0.032408793	0.037859987	0.13509782
r	3.4822068e-07	5.4424123e-05	0.02366833	0.85184705	0.08642362	0.025555423	0.00970562	0.001441761	0.0004972678	0.0008061707
k	5.133295e-07	8.052701e-06	0.073994614	0.70010376	0.09869896	0.10090415	0.020465152	0.004070018	0.0013902797	0.00036452018
e	0.013902428	0.07175454	0.078762464	0.056512106	0.028909288	0.04005711	0.018648835	0.03244496	0.0740779	0.5849304
t	2.8935884e-07	2.4047811e-05	0.005841109	0.6930386	0.17589933	0.09954969	0.00911366	0.0032980805	0.004956462	0.008278905
e	2.6184004e-08	3.2020688e-07	0.0049472502	0.09758432	0.22950181	0.4997773	0.10499386	0.041194446	0.015554593	0.0064459913
e	2.6515258e-08	8.862297e-06	0.00014961377	0.03694539	0.584861	0.27231914	0.09968038	0.0036132992	0.0011041296	0.0013182816
t	3.4167607e-07	4.1022602e-05	0.000101479636	0.0058496636	0.18483955	0.2957753	0.5058346	0.0067094234	0.00016626343	0.000682403
è	3.6731012e-06	0.00010307143	6.404613e-05	0.0048189573	0.041105103	0.26897025	0.64546734	0.0329099	0.0060572177	0.0005004721
l	3.0547522e-08	1.5071987e-06	0.0012449983	0.026895158	0.030445121	0.0224646	0.9033243	0.014204902	0.0012275417	0.00019187476
i	4.3234235e-07	4.243383e-06	0.0036888274	0.10931162	0.017858796	0.081439674	0.71992266	0.048252147	0.019078808	0.00044281784
n	1.8329526e-07	4.2890322e-05	6.441376e-05	0.00361293	0.006343817	0.07709808	0.6162616	0.27441487	0.01650953	0.0056516705
a	1.943334e-09	6.2259318e-09	1.3107828e-05	0.00021254801	0.010405755	0.12677565	0.74382323	0.099975914	0.01429189	0.00450185
d	8.636683e-09	1.1407417e-06	4.1130725e-06	0.00038017763	0.0014181166	0.009622372	0.3093151	0.62693346	0.03817592	0.0141496295
i	5.6795253e-09	3.129094e-08	3.7089256e-05	8.049065e-05	0.0014580918	0.017968725	0.19991238	0.6349556	0.102456994	0.043130636
v	1.4701733e-06	1.7421176e-05	3.484998e-05	0.0004728786	0.0013504192	0.005431369	0.06466413	0.33334357	0.27575627	0.31892762
e	3.8287813e-09	1.0597384e-08	3.3937351e-06	3.5530475e-06	8.565622e-05	0.00087227306	0.06758834	0.6435221	0.24477391	0.043150723
n	2.4296417e-08	9.1189537e-07	2.0563093e-06	6.7508045e-05	0.00013995517	0.00051713956	0.012435887	0.5760272	0.34433505	0.06647427
t	7.658754e-08	2.6808038e-07	1.616438e-05	8.654405e-06	3.4272674e-05	0.0003312677	0.014419252	0.5882555	0.3485006	0.048433892
è	4.462904e-08	2.6137351e-07	1.3154504e-06	1.2725725e-05	0.0008830427	0.001959598	0.022857176	0.29365167	0.3037943	0.37683982
s	5.146365e-10	5.5447593e-09	1.3005388e-06	3.0077188e-05	6.0738243e-05	0.00030280193	0.0028734282	0.112527855	0.41751435	0.46668953
s	3.607441e-10	8.41046e-10	6.7861342e-06	1.0113857e-05	8.801921e-05	0.00039354846	0.020067068	0.45892665	0.3783916	0.14211625
i	8.270329e-10	2.222536e-09	2.3942086e-05	0.00036332844	0.0017962123	0.0032216096	0.0043517556	0.03298387	0.13365898	0.82360023
m	7.057969e-08	1.8438539e-06	2.9722867e-07	1.6453135e-06	5.968855e-07	2.9200296e-06	7.626089e-05	0.02252872	0.57511795	0.4022697
e	1.6856193e-10	7.588865e-10	3.2457906e-06	4.637645e-06	5.172762e-05	0.00015755622	0.0038267183	0.07338496	0.53564316	0.38692796
s	3.5723753e-09	1.688303e-07	1.6115906e-07	3.3036727e-06	5.3770154e-06	2.1362657e-05	0.00015441194	0.017316274	0.72182155	0.26067734
s	8.21208e-09	2.7556238e-08	5.3026106e-06	1.0292822e-06	1.6422399e-06	8.971385e-06	9.1035035e-05	0.022795243	0.85733217	0.11976453
è	6.591997e-09	1.7080575e-08	6.5582654e-08	1.3332014e-07	3.6211934e-06	9.385578e-06	0.0001616361	0.007810705	0.4119467	0.5800677
