 	forse	stanno	ancora	svegli	</S>
f	0.8608186	0.0032474594	0.0033884982	0.009495021	0.12305042
ò	0.98348355	0.006820666	0.007988972	0.0010857144	0.00062106457
r	0.9946661	0.0050442615	0.000131756	5.4442075e-06	0.00015246928
s	0.99897313	0.00097411586	4.2263855e-05	8.099545e-06	2.3238094e-06
i	0.038310133	0.055205904	0.02355802	0.07070963	0.81221634
s	0.6450855	0.26384073	0.008865816	0.0015389281	0.08066903
t	0.024583604	0.92047167	0.042043492	0.001722097	0.011179156
è	0.046024997	0.7787122	0.04026004	0.042004187	0.09299859
o	0.33049834	0.5185193	0.030744346	0.00057035737	0.11966764
n	0.0004893209	0.34036037	0.62255645	0.0055088834	0.031084955
e	1.0494553e-05	0.53994894	0.44442102	0.0038718642	0.011747712
a	0.00014268342	0.10236631	0.88577443	0.0004974132	0.011219149
n	0.0001836874	0.0077998755	0.9845488	0.0035445816	0.003923004
k	0.001570278	0.0077307275	0.9855601	0.0038997743	0.0012389977
ò	0.0054487567	0.032983504	0.046395242	0.011145142	0.90402734
r	0.0014476808	0.0072996644	0.0265455	0.0023709708	0.96233624
a	5.390604e-06	0.011541813	0.89616394	0.018410532	0.07387841
a	0.00031581867	0.00069896947	0.49716303	0.1872576	0.31456468
t	8.932474e-05	2.073863e-05	0.05211193	0.7309319	0.21684603
s	0.0071395407	0.0003581337	0.3318603	0.6521472	0.008494845
ù	0.00039097166	0.0018345395	0.11640188	0.6111657	0.27020687
n	0.0004253816	0.0008103423	0.049075164	0.30868575	0.6410034
n	1.990187e-07	5.9940125e-05	0.027799819	0.5436479	0.42849213
i	4.621762e-05	0.0027242564	0.0068698567	0.0649835	0.9253762
t	2.05007e-06	6.871011e-08	0.00024409464	0.8439903	0.1557635
i	1.3254944e-06	4.3759177e-05	0.0030728234	0.08528945	0.91159266
</S>	1.6995887e-06	1.0258666e-06	0.00032764275	0.08051284	0.9191568
