 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.9238729	0.030019587	0.0015703253	0.0063744155	0.0016974052	0.0017031389	0.0053902133	0.0007036277	0.002315246	0.026353298
a	0.94032466	0.04104346	0.014583977	0.0022389153	0.0007916186	0.00037011204	0.00046138876	1.1313197e-05	1.0068242e-05	0.00016453801
d	0.2776348	0.07793686	0.60235995	0.026514582	0.010077669	0.0028191174	0.0016652425	8.4548636e-05	9.135473e-05	0.0008157946
e	0.054912355	0.8563106	0.05214599	0.034505073	0.00026800632	3.612927e-05	0.0017706258	9.058792e-06	2.8985538e-05	1.3159239e-05
r	0.1335982	0.7553724	0.009839303	0.073818214	0.008119667	0.004292468	0.010777872	0.0006119371	0.0012076418	0.0023622683
f	0.064130016	0.6067335	0.023793845	0.16947713	0.04747792	0.019390656	0.056814853	0.001625166	0.002086462	0.008470471
ì	0.15836012	0.4572489	0.0119908415	0.045679715	0.034175318	0.048205726	0.059773237	0.025015479	0.054281294	0.10526929
m	0.0034114453	0.9891105	0.0045852065	0.002312029	8.151711e-05	2.5521611e-05	0.00045972626	9.468873e-07	1.0896466e-06	1.2023647e-05
m	0.0065181265	0.9196197	0.025384514	0.04214823	0.00071387686	0.00010817677	0.0054092025	2.1160913e-05	4.732103e-05	2.9598374e-05
u	0.05736362	0.649278	0.011870639	0.047019187	0.016020328	0.021648875	0.09247901	0.009268221	0.018495167	0.07655696
f	9.242094e-05	0.6276769	0.057674915	0.24952528	0.006232652	0.0023437734	0.052984916	0.00041281895	0.00067805586	0.0023782612
è	0.0003392413	0.12281416	0.22510874	0.3890109	0.05239246	0.025026709	0.15429872	0.007395765	0.012317455	0.011295859
t	6.909948e-05	0.033479482	0.7642506	0.18666641	0.008402933	0.0014691189	0.005257338	4.2005988e-05	4.798127e-05	0.00031507542
i	3.148864e-05	0.012009044	0.4940799	0.4430754	0.012214526	0.0024783385	0.034475874	0.00030540055	0.0006596023	0.00067044655
p	1.6434724e-06	0.0013144139	0.57706064	0.30686125	0.100691326	0.01150514	0.002026972	7.1039394e-05	5.2650914e-05	0.00041494786
ò	8.0019714e-07	7.1207745e-05	0.106095344	0.81709886	0.054405686	0.004433698	0.017060248	0.00017176072	0.00035028628	0.0003121697
r	1.7321558e-07	4.196749e-06	0.4510632	0.5132488	0.0327117	0.0020139539	0.00086425495	1.6259997e-05	2.5807816e-05	5.1650615e-05
k	3.1602164e-07	6.036581e-06	0.1117229	0.8699931	0.010941783	0.0005223284	0.006752908	1.4010302e-05	3.3729026e-05	1.2845939e-05
e	0.0059857895	0.028416397	0.1299753	0.03405853	0.041122217	0.062067118	0.040438257	0.032479204	0.06338872	0.56206846
t	1.9587189e-07	1.8489594e-05	0.0104866745	0.69743484	0.11058009	0.050589506	0.1239199	0.0009086818	0.001332753	0.0047288337
e	1.2400778e-08	1.3523484e-07	0.017663952	0.33521906	0.3781188	0.18665402	0.054550745	0.008197909	0.011688594	0.007906756
e	1.7886082e-08	6.89047e-06	0.00016474038	0.05582128	0.44769108	0.4651505	0.027172396	0.0016391051	0.0007902706	0.0015636648
n	3.0125523e-07	4.0803974e-05	0.00013082387	0.008955827	0.23049766	0.63185483	0.12504576	0.0020184529	0.00036186745	0.0010935974
a	4.816571e-06	0.00013343272	0.00019467539	0.020639345	0.23205273	0.48088726	0.24824926	0.008534484	0.007228555	0.0020753576
s	3.5900646e-07	3.930256e-05	7.048546e-05	0.007325151	0.086233415	0.7782227	0.09465624	0.02201135	0.008292412	0.0031485031
t	2.5925686e-07	3.4132227e-06	4.235945e-05	0.0007657511	0.059364337	0.7099552	0.08902876	0.07166561	0.051673323	0.017501017
u	1.016197e-06	7.1692807e-06	0.0022024892	0.026538592	0.13226491	0.41298056	0.09137953	0.036880974	0.05142526	0.24631943
d	5.92353e-07	1.3157973e-05	1.3706301e-05	0.0009031104	0.005691581	0.2576452	0.5376997	0.11430167	0.03892291	0.044808332
i	4.847351e-08	3.3032285e-07	0.00013587171	0.0002416596	0.007447712	0.060701676	0.10472517	0.21083203	0.35368788	0.26222762
è	2.379118e-05	0.00012343803	0.00032976977	0.0058203	0.0076408326	0.065476	0.46740717	0.11949276	0.08540072	0.24828519
t	6.032491e-11	4.6515427e-09	2.0465416e-07	5.071905e-05	0.00014436833	0.0005355242	0.97282887	0.011040945	0.004023971	0.011375419
s	8.689099e-11	6.978043e-10	4.0038112e-06	0.00015798357	0.0006946678	0.0037560659	0.9353668	0.036659244	0.020031596	0.003329531
i	2.3716797e-09	1.2553186e-08	0.00027649442	0.008199743	0.03454671	0.0728978	0.054566905	0.12361228	0.108730994	0.59716904
j	4.35369e-09	1.036347e-07	1.0918607e-07	5.0243384e-06	1.7206958e-05	0.00078775367	0.6465574	0.2115114	0.07180738	0.069313735
a	6.016543e-08	7.352792e-08	0.0011995432	0.0005989591	0.0012730696	0.001321025	0.04201431	0.09735844	0.6756276	0.18060698
m	1.0634154e-06	5.1449824e-06	1.4334444e-06	2.5303607e-05	6.889289e-05	0.0009262616	0.03696382	0.31102166	0.42259267	0.2283938
è	7.744833e-09	3.0030066e-08	1.793899e-06	1.0490988e-06	2.7281414e-05	0.00021487777	0.000963155	0.0804704	0.6360311	0.28229037
d	9.601713e-11	3.8932195e-09	1.8873315e-07	6.2844106e-06	4.3799453e-05	0.00026871174	0.028062772	0.039260585	0.42432058	0.5080371
i	2.3094811e-08	3.718861e-08	8.0751575e-05	3.2074964e-05	0.0001037876	0.00014874517	0.023324946	0.067285776	0.65163666	0.25738722
k	9.776501e-08	1.0641971e-06	1.6412979e-06	9.6591e-06	1.09354505e-05	9.486502e-05	0.0052388217	0.0794196	0.6188724	0.29635093
o	2.6589922e-10	7.639621e-10	7.7967854e-07	2.7268177e-07	5.0882218e-06	2.1543336e-05	0.00026111692	0.015070997	0.6655171	0.31912315
</S>	7.0461055e-09	2.531999e-07	1.7825247e-06	3.7067075e-05	3.5476976e-05	0.0001750171	0.009271968	0.039249238	0.42604062	0.5251886
