 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	0.5204009	0.04055799	0.03334317	0.019611198	0.014569789	0.013246071	0.007572279	0.026864192	0.3238344
d	0.9786276	0.020651562	0.000113300186	0.00010858017	5.722237e-05	0.00038829693	3.7091766e-05	8.276757e-06	8.144608e-06
ì	0.026882626	0.14616883	0.014735268	0.052506037	0.027427431	0.37741593	0.12703669	0.079766974	0.14806019
s	0.0031963352	0.9900261	0.0022119032	0.0017907294	0.00036500738	0.0019499101	0.00015779103	0.00016465512	0.00013757529
o	0.12829371	0.69114316	0.021448823	0.026337054	0.007366279	0.07704698	0.03456774	0.006794533	0.0070016095
n	0.00038937348	0.8647692	0.10473406	0.015670868	0.005990275	0.0041917562	0.0010718106	0.0008019884	0.0023806158
t	0.0023775904	0.9815305	0.008986703	0.002779176	0.0005161006	0.0031817497	0.00048925297	7.8570745e-05	6.020489e-05
a	0.0070226435	0.8661047	0.0632565	0.012640964	0.0012680222	0.018244142	0.0051050493	0.0063236565	0.020034194
t	1.5881953e-05	0.662223	0.26790285	0.039015062	0.007133408	0.014067407	0.002919153	0.0022801524	0.004443089
i	7.283242e-05	0.64252335	0.26784614	0.058705933	0.0050318227	0.019828837	0.003989533	0.00075991626	0.0012416376
k	2.3449375e-06	0.0769248	0.7868075	0.11205074	0.017936308	0.0045857145	0.00081916095	0.0002502	0.00062320376
i	5.4797197e-06	0.037907314	0.69921887	0.22784206	0.011406877	0.019392133	0.0026825494	0.00066140475	0.00088328496
a	1.0150684e-06	0.017117728	0.65778005	0.27304542	0.03286345	0.0131250415	0.002309219	0.0018534209	0.001904647
t	5.9102522e-08	0.0014182666	0.56596214	0.38788065	0.040160693	0.0039862925	0.00022303965	4.8933525e-05	0.0003198984
è	7.009852e-06	0.0020560194	0.1253168	0.65811014	0.19453606	0.016109658	0.002774606	0.0008192816	0.00027044828
r	3.8771273e-07	0.00040778393	0.076900095	0.13450335	0.7441647	0.039937492	0.0028232634	0.0009766056	0.00028631158
a	1.8629657e-06	0.0027119375	0.060786247	0.5175792	0.33437	0.07297766	0.0050927117	0.0058831247	0.0005972337
t	3.2932542e-07	8.412756e-05	0.018847106	0.32207057	0.32147557	0.3091152	0.023284435	0.0018989119	0.0032237477
i	4.4539647e-08	7.698522e-06	0.02125236	0.48300314	0.31697634	0.15953963	0.012997739	0.0042223404	0.002000785
n	8.793208e-08	1.30793715e-05	0.0021870304	0.052625965	0.5327015	0.3797955	0.024314802	0.0051674843	0.003194571
ì	1.1426954e-07	2.0773525e-06	0.0010781775	0.05373034	0.61295563	0.2620223	0.052268095	0.012426582	0.00551665
c	2.5027804e-08	4.130624e-06	0.0014750257	0.011426081	0.3414213	0.62540597	0.0141092045	0.0046802424	0.0014780166
h	5.198518e-06	0.00016375502	0.0071798516	0.024582282	0.3709572	0.41151464	0.03118943	0.14353748	0.010870199
a	1.2649222e-05	0.0043516327	0.052749023	0.10718623	0.48623073	0.21831109	0.040447548	0.008965037	0.08174605
p	6.42025e-07	1.9029231e-06	2.192273e-05	0.00033729526	0.0049528605	0.8093582	0.16025819	0.0054549053	0.019614123
à	3.3920613e-09	2.9395357e-08	4.3670854e-05	0.0015285125	0.118613794	0.6490818	0.20391373	0.019808898	0.0070095253
r	1.78801e-08	2.323386e-07	4.5009572e-05	0.0003863428	0.02545277	0.9118148	0.043779925	0.017466478	0.0010544372
o	4.9777466e-08	7.5559495e-07	3.7349626e-05	0.00030315452	0.012569752	0.8914403	0.07764206	0.017481355	0.0005252968
