 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a	0.60572624	0.12380648	0.05096615	0.03882173	0.0143062	0.0129158385	0.018669127	0.0046856115	0.013679678	0.009709637	0.0077762324	0.03018015	0.018790247	0.0499667
n	0.070606716	0.90293294	0.021921223	0.0023483646	0.00082416716	0.00061405695	0.000319902	0.00030355496	4.9062823e-05	1.45666345e-05	2.110699e-05	1.3818244e-05	1.24210765e-05	1.8179493e-05
ì	0.014225772	0.8601272	0.097039424	0.012579043	0.005267945	0.005819695	0.000392927	0.0031560306	0.0009695496	6.316893e-05	8.206482e-05	4.3406762e-05	0.00017677837	5.70975e-05
c	0.003769846	0.6551882	0.287441	0.022862438	0.007947259	0.006149496	0.007003038	0.003598207	0.00043721657	0.0006543018	0.00084246206	0.0012788709	0.0020729497	0.0007546929
h	0.064430945	0.42438862	0.2812967	0.09791957	0.05126532	0.043910105	0.0026399356	0.02547031	0.004029954	0.00081836554	0.0008999622	0.00075169955	0.0014970403	0.00068147393
e	0.10057748	0.42054778	0.09237469	0.031532783	0.026850335	0.026403824	0.017440632	0.018802097	0.08441717	0.024227664	0.023288898	0.016847294	0.021955753	0.09473354
t	4.6828318e-05	0.0013226043	0.9424122	0.045824476	0.0040220474	0.0025759987	0.00022716344	0.00038517558	0.0012558474	9.311467e-05	0.00012643357	6.568652e-05	0.001460389	0.00018197738
o	0.00023340514	0.023434708	0.83875906	0.09870558	0.01976474	0.011719605	5.3114454e-05	0.002957342	0.0037026156	2.9957053e-05	6.1851155e-05	1.2713826e-05	0.0005021953	6.317093e-05
r	4.1021307e-05	0.00052832364	0.8584946	0.11956706	0.011800226	0.0029674605	0.0031328495	0.0010035492	0.00029365465	0.000246996	0.0003156951	0.000429069	0.0009003567	0.0002792105
ì	0.00014599308	0.004770916	0.66371983	0.26292053	0.044835214	0.015991032	5.8044843e-05	0.0033973765	0.0034941135	4.1767365e-05	8.7049004e-05	1.8630613e-05	0.00043038192	8.9064546e-05
s	1.4625394e-05	0.00023024635	0.4701734	0.47340164	0.040357735	0.008331173	0.0044936105	0.0018576387	0.00042580432	9.923278e-05	0.00014266984	0.00011526968	0.00024222942	0.00011471564
o	2.6197545e-06	0.000104127066	0.30286297	0.59277	0.07333717	0.022507884	9.878777e-05	0.0027952632	0.0042340215	3.8567712e-05	7.983021e-05	1.5918196e-05	0.00106831	8.4582396e-05
n	7.9820614e-07	3.2851688e-06	0.09949429	0.67438966	0.20514281	0.015043441	0.0034590014	0.0009202253	0.00021996828	0.00019537851	0.00023110722	0.0002685169	0.0004324327	0.00019916399
t	1.2039061e-07	9.734786e-06	0.053312022	0.56926006	0.30179304	0.059691712	0.00035213475	0.008503404	0.005594449	6.9221176e-05	0.0001322981	2.788144e-05	0.0011272288	0.00012672512
a	0.000787514	0.003158461	0.06526511	0.47899053	0.1657742	0.03898102	0.006392515	0.010251378	0.04918967	0.017327392	0.016943559	0.01804842	0.055217948	0.07367236
c	1.0170357e-07	3.604491e-07	0.004552721	0.4598057	0.4394251	0.06677446	0.013964301	0.0033719952	0.0018152372	0.0012162161	0.0010803012	0.0017988931	0.004899991	0.0012945973
