 	non	so	cosa	stai	scrivendo	</S>
e	0.44371238	0.036047302	0.002873403	0.04445911	0.17687404	0.29603374
n	0.37382242	0.6063826	0.016371861	0.0025657911	0.00038110287	0.0004762505
e	0.027438676	0.9391359	0.019912416	0.008914705	0.003017798	0.0015805745
t	0.02302	0.8174942	0.13345647	0.018928945	0.0056511527	0.0014491024
s	0.0043615573	0.9509235	0.03608801	0.0071280263	0.0010322289	0.00046655236
è	0.04306641	0.5071515	0.07274631	0.02110386	0.060508367	0.2954236
r	0.002581872	0.83589023	0.06965748	0.008924919	0.068489574	0.014456006
o	0.0127370525	0.32441577	0.2698501	0.228871	0.11884252	0.045283563
e	3.2526823e-05	0.070883214	0.27360472	0.11503824	0.48512003	0.055321265
s	9.6048665e-05	0.0009508519	0.13159792	0.86120063	0.0035840487	0.0025704948
ù	2.600795e-05	0.0005253177	0.014599877	0.9800427	0.0039176387	0.00088833505
t	3.6618696e-06	4.5829394e-05	0.00042300884	0.98030615	0.018893696	0.00032766082
i	4.8080216e-07	1.09509e-05	0.0002789412	0.9716429	0.027472168	0.000594577
s	4.920447e-05	0.00024107734	0.006747246	0.82512325	0.12394832	0.043890912
t	2.1350968e-06	5.096276e-06	0.0011968914	0.51427585	0.2710271	0.21349293
e	0.0008638622	0.0052415957	0.05111429	0.12332021	0.1016469	0.7178132
g	1.319037e-06	5.8328387e-06	4.6560093e-05	0.012515542	0.68340683	0.30402383
r	4.6344195e-07	9.306842e-07	0.00015589032	0.03588917	0.26396337	0.69999015
à	1.1368712e-05	0.00017227572	0.0032822003	0.029454738	0.12664454	0.84043485
f	9.511283e-08	1.59673e-06	1.6411457e-05	0.0056880745	0.79673404	0.19755976
i	3.7478806e-08	4.7120653e-07	1.3135044e-05	0.0072444207	0.5174812	0.4752607
</S>	1.5160869e-05	2.393574e-06	2.640577e-05	0.00095587	0.46616945	0.5328307
