 	le	canzone	si	scrivono	alla	notte	</S>
a	0.88687974	0.067751996	0.00027005014	0.0042317947	0.0012467882	0.0011682605	0.038451366
t	0.32114926	0.6730829	0.0037825329	0.0017159464	0.00010157966	1.05921035e-05	0.00015712663
r	0.06823527	0.93054974	0.0004895403	0.0005614148	0.00013592876	1.6095706e-05	1.2111674e-05
a	0.15915728	0.70659065	0.052009553	0.012874582	0.027397571	0.0020756812	0.03989468
ù	0.021755956	0.97393256	0.0019051596	0.00048412493	0.0013611043	5.804457e-05	0.00050305086
d	0.004096208	0.9704833	0.020946909	0.001734361	0.0020877596	0.00025687853	0.00039464614
i	0.3252798	0.42471766	0.07842698	0.07686666	0.07315903	0.006790393	0.014759451
a	0.0007827297	0.42278636	0.5159862	0.007382418	0.027255297	0.006219241	0.019587718
g	1.227184e-05	0.0018373193	0.96651715	0.019774608	0.010190265	0.00019947061	0.0014690778
r	0.00037613517	0.0065407082	0.5643634	0.15845355	0.26070318	0.0055000177	0.0040630386
à	0.06540469	0.27593634	0.1043675	0.058375377	0.10647124	0.012437016	0.37700778
f	0.020505494	0.21992934	0.048969712	0.18697497	0.14189917	0.018042091	0.3636792
u	8.550801e-06	0.00060494256	0.0058633406	0.47054315	0.4791461	0.0227341	0.021099886
t	3.2494527e-06	6.9662136e-05	0.014333576	0.0075539835	0.7915979	0.095329024	0.09111266
t	2.3134581e-07	1.0070661e-05	0.0034285586	0.019456366	0.949088	0.016080376	0.01193639
e	6.0958057e-05	0.00040388742	0.05395383	0.052380495	0.34531453	0.054980837	0.49290544
t	4.1574135e-06	3.730502e-05	0.0014999554	0.00038815566	0.6550259	0.18388858	0.15915595
s	1.9203728e-06	6.544581e-06	0.00055720506	0.002893893	0.77442014	0.098659314	0.123461
e	9.416983e-06	4.2471194e-05	0.02683323	0.0061212503	0.440023	0.17490357	0.35206708
n	1.2898355e-05	8.447947e-05	0.00039252656	9.752233e-05	0.15729779	0.23505954	0.6070553
ì	6.1492738e-06	4.228898e-06	0.00017975063	0.0005205783	0.15580523	0.54152	0.30196404
t	3.8646196e-08	1.3941706e-06	6.347104e-05	0.00020827791	0.036097948	0.7899536	0.1736753
t	5.825476e-09	1.6593916e-07	4.342687e-06	0.00049193663	0.07829633	0.8227722	0.09843496
a	4.4563086e-07	5.261409e-06	0.0022558118	0.0023302885	0.038325276	0.5899098	0.36717308
</S>	4.5650268e-07	7.5832384e-07	9.9974e-06	5.57877e-06	0.0032451784	0.14100344	0.8557346
