 	li	vestono	i	genitori	</S>
t	0.86084074	0.012767604	0.005255483	0.0065926514	0.11454355
u	0.91378874	0.081392065	0.004017548	0.0004944085	0.0003072274
s	0.4744267	0.49478585	0.00960905	0.010944731	0.010233709
i	0.1523028	0.8391223	0.007373403	0.00044322683	0.0007582027
n	0.008466849	0.9520751	0.020998823	0.011011776	0.007447481
d	0.0047029117	0.9546472	0.030455418	0.0044988366	0.0056955623
ì	0.07275556	0.26761615	0.04875516	0.051182125	0.55969095
n	0.00877454	0.95630467	0.013492631	0.001164427	0.020263763
n	0.0033398815	0.82099944	0.11860081	0.043347117	0.013712789
o	0.09356605	0.074736856	0.05757657	0.037934836	0.73618567
n	0.00016717959	0.20484036	0.46427843	0.02682719	0.30388686
e	5.413397e-05	0.058919076	0.74375254	0.15706751	0.04020669
i	2.8076802e-05	0.00083843875	0.742583	0.16671914	0.08983134
g	2.1030115e-05	0.002559383	0.78302115	0.18790714	0.026491359
e	3.5170473e-05	0.001757626	0.8967522	0.09714672	0.00430826
n	1.2160405e-05	2.8329634e-05	0.09585497	0.84403676	0.060067803
i	5.3531505e-07	1.1059859e-05	0.07430921	0.8928154	0.032863814
t	1.3147811e-06	5.553074e-06	0.0038650555	0.7210456	0.27508244
ò	4.5597497e-07	5.062201e-06	0.0073567936	0.9176964	0.074941315
r	3.4667633e-07	1.8347329e-06	0.0021086545	0.70219815	0.295691
i	5.7107677e-06	0.00025468503	0.032630745	0.753773	0.21333592
</S>	2.925739e-06	3.920794e-05	0.00036385708	0.06402993	0.93556404
