 	la	pasta	vuole	sale	</S>
i	0.84552056	0.014274412	0.00049748196	0.04334524	0.09636226
p	0.7276882	0.25941744	0.008002654	0.0012549418	0.0036367045
à	0.4586869	0.49898943	0.02897962	0.009747328	0.0035967361
s	0.07719996	0.90373594	0.017669603	0.0007346826	0.00065985374
t	0.039580032	0.6420606	0.29628205	0.017713545	0.004363828
a	0.06435241	0.6319375	0.0258485	0.013457773	0.2644038
ì	0.0026220353	0.05886471	0.6558944	0.18174575	0.100873135
t	0.00038666517	0.00032040614	0.82267183	0.17256576	0.0040553245
e	0.00016974125	0.00029730317	0.8940429	0.10380533	0.0016846505
l	0.0002994694	0.00030952913	0.52522117	0.41805494	0.05611481
e	2.3213877e-06	9.739464e-06	0.037505396	0.38136676	0.5811157
à	3.023462e-05	1.0625838e-05	0.004510259	0.85637766	0.13907124
l	1.2144494e-07	3.357319e-08	0.0011561612	0.99630797	0.002535767
a	1.933374e-06	1.154925e-06	0.024797685	0.95833457	0.016864702
</S>	2.3810292e-06	4.3314462e-06	0.0011427458	0.1208647	0.8779859
