 	ora	ho	finito	di	scrivere	</S>
à	0.7945209	0.0008536264	0.04451037	0.0016234237	0.06033543	0.09815623
r	0.9959721	0.0024711448	0.0010447571	0.00022144703	0.00020901799	8.1544466e-05
t	0.9932928	0.0051286994	0.0012994804	0.00020727936	5.9755806e-05	1.190568e-05
e	0.0848993	0.16701671	0.019413756	0.08839166	0.19904292	0.44123566
s	0.07505149	0.84641737	0.061095554	0.0118667185	0.0043374975	0.0012314436
p	0.012609381	0.8771317	0.027538743	0.05537656	0.021149794	0.0061937915
ì	0.11917159	0.22843388	0.044634912	0.08908005	0.18689609	0.33178347
c	0.018587176	0.5628271	0.348678	0.047099054	0.018737085	0.004071582
c	0.06208315	0.32639682	0.3450852	0.15395796	0.09618598	0.01629084
e	0.27798197	0.02700425	0.3819188	0.020107662	0.03759882	0.25538856
t	1.8645205e-05	0.03995534	0.15791224	0.66495204	0.06327321	0.07388849
s	9.546655e-05	0.09585533	0.095370054	0.65009224	0.13507871	0.023508199
a	0.009773354	0.1622344	0.20206656	0.06920304	0.093260445	0.46346217
t	2.8398936e-06	0.0024465767	0.0377315	0.8227359	0.11424076	0.0228424
s	5.9238273e-06	0.0015148043	0.08253281	0.5910294	0.23812841	0.08678862
e	2.1578526e-05	0.039839443	0.010778506	0.09370134	0.11539078	0.74026835
g	3.1370992e-06	0.0007514398	0.0021665255	0.24623436	0.6380076	0.11283691
r	2.729464e-05	0.00036654685	0.00426526	0.06707723	0.50656533	0.42169836
à	0.0006068706	0.0044509643	0.051516432	0.068598725	0.6229237	0.25190338
t	2.8067752e-06	0.00058724714	0.00032395395	0.004221354	0.95489454	0.039970163
s	1.7722939e-06	0.0004301537	0.00043396594	0.011709088	0.80857116	0.1788539
i	8.843043e-05	0.01183031	0.00047420943	0.011202176	0.094217196	0.88218766
</S>	4.4228746e-06	8.703315e-06	9.702484e-06	0.00034468237	0.18637203	0.8132605
