 	non	ha	che	li	aspettiamo	</S>
e	0.23485856	0.08632444	0.0028610562	0.008974117	0.33720246	0.32977936
n	0.4779314	0.4922409	0.022166552	0.004691672	0.0022430357	0.00072630704
è	0.043349277	0.8552056	0.08718846	0.011074424	0.00081303925	0.0023691668
n	0.023728732	0.94308996	0.027901398	0.003145218	0.0006695256	0.0014651724
a	0.010880085	0.8616588	0.112593845	0.013279272	0.0013147156	0.0002733271
t	0.0001444101	0.011725991	0.59831816	0.265293	0.11184043	0.012677937
u	0.000850742	0.0127960155	0.73144406	0.24124375	0.00980734	0.003857988
s	0.0001218475	0.0010263931	0.17985214	0.4782779	0.2713853	0.0693364
m	0.00023867706	0.000986711	0.19442941	0.7677815	0.026424764	0.010138931
ì	0.00024936275	0.0020985305	0.017493486	0.029207142	0.9310473	0.019904172
n	5.0055696e-05	0.0012735276	0.0042904587	0.01639014	0.81472665	0.16326918
o	0.00021335982	0.004727966	0.034652036	0.13187855	0.732161	0.096367076
m	2.0522143e-06	6.0790608e-06	0.00030639395	0.010790098	0.097344734	0.89155066
e	2.3098946e-05	0.00012268242	0.014784546	0.18709828	0.34912115	0.44885024
</S>	7.1667173e-06	1.3663806e-05	0.00015443254	0.0028483402	0.04469176	0.9522847
