 	il	muro	vuole	uno	specchio	</S>
o	0.9110514	0.004233507	0.0013296392	0.005648286	0.00716043	0.070576824
t	0.46323845	0.5318557	0.0030918072	0.0008713377	0.00021263596	0.0007300789
ì	0.3046495	0.686304	0.0066742213	0.0015593471	0.00064518815	0.00016782012
c	0.065957494	0.8907991	0.037697893	0.004102894	0.00038950267	0.0010531346
h	0.09009898	0.76588	0.11282809	0.017460272	0.0070010833	0.006731592
o	0.101207025	0.6644048	0.03353476	0.0073135286	0.06156151	0.13197845
t	0.0016094585	0.042836353	0.79250324	0.049157716	0.077074856	0.03681827
è	0.00039332968	0.045227308	0.8712477	0.06242553	0.013214646	0.007491503
l	0.00059225905	0.0010673358	0.9521394	0.027013734	0.00609083	0.013096487
i	0.00021264855	0.0008041108	0.8864283	0.111050084	0.0005246144	0.0009802453
n	4.289789e-05	3.40581e-05	0.31974372	0.5242264	0.12473766	0.031215267
a	1.5069227e-07	8.481937e-05	0.54591066	0.38030177	0.059975054	0.013727542
n	8.432271e-06	1.1070763e-05	0.03425173	0.8268724	0.12109421	0.017762195
g	4.249674e-07	8.186014e-06	0.017390497	0.7077454	0.25644478	0.018410727
h	0.00078577554	0.004188935	0.1661101	0.204122	0.1786626	0.44613054
i	0.03399907	0.0198054	0.14095154	0.020913126	0.060308002	0.72402287
a	3.1696604e-06	6.8985723e-06	0.00089006714	0.3848937	0.423897	0.1903092
l	5.4775046e-07	1.195944e-06	0.0007215755	0.3796036	0.5606642	0.059008926
ì	6.6563345e-08	3.4060562e-07	0.00019230359	0.041937485	0.7845067	0.17336316
</S>	1.7612187e-08	8.4780304e-08	0.000519276	0.05157829	0.029833607	0.91806877
