 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.51670426	0.0767827	0.006570357	0.01621442	0.025969196	0.028341489	0.106481925	0.22293563
t	0.1804441	0.80716723	0.009884414	0.0009475829	0.0011905796	8.462912e-05	0.00017379927	0.00010764614
è	0.009031431	0.96596485	0.0152612	0.0027476696	0.0035247349	0.000708049	0.0022298892	0.000532097
l	0.0044560838	0.974738	0.018314041	0.0011404	0.00029293145	0.00017309035	0.0007840277	0.00010142304
i	0.0016908036	0.96626866	0.023689177	0.0014834893	0.0059899734	0.00017809741	0.0006356158	6.41902e-05
f	0.00079397194	0.09905994	0.593119	0.106342204	0.10900938	0.011561267	0.06827471	0.011839487
a	0.0005607562	0.023051234	0.7424319	0.14508542	0.07061317	0.0047388608	0.009739473	0.0037791077
m	6.255868e-05	0.00083884504	0.30815333	0.45527825	0.07948417	0.036816865	0.101549014	0.017816994
è	0.00018261583	0.001373328	0.36698228	0.39771098	0.20888574	0.0075242873	0.011631938	0.0057088514
n	5.300759e-05	0.0010294981	0.12565626	0.48652062	0.1668647	0.017638616	0.19268367	0.0095536085
o	1.3170913e-05	0.0006014112	0.12553687	0.5721785	0.26124635	0.010407565	0.026563425	0.003452687
o	1.4561912e-06	1.1391672e-05	0.0015908851	0.17315598	0.6729512	0.09388603	0.03832333	0.02007973
l	7.899976e-06	9.0672575e-07	0.0006193517	0.084262356	0.8027793	0.102612965	0.007056344	0.0026607781
i	9.3024073e-07	1.6518863e-05	0.0012534607	0.02880761	0.89977187	0.031434037	0.037019346	0.0016961652
m	1.7302344e-06	1.6482828e-06	0.00016463097	0.010810611	0.3326803	0.48945537	0.15268664	0.014199091
i	6.192488e-07	1.5260543e-06	0.00012978238	0.010461387	0.6880422	0.22438578	0.039814275	0.037164327
a	4.3837665e-07	6.938444e-07	6.9648604e-06	0.0004133507	0.07869464	0.83360183	0.064275816	0.023006171
f	4.6203283e-07	1.0032303e-07	4.776065e-06	0.0002604077	0.11166428	0.8487242	0.030357596	0.008988215
o	7.0596475e-06	3.6265534e-05	0.00037376265	0.0031020236	0.45501494	0.4383032	0.095731705	0.0074311136
r	4.1019066e-06	2.4124538e-06	6.354009e-05	0.000495035	0.017706107	0.8370065	0.13310944	0.011612846
à	2.0542435e-08	5.282989e-07	3.553972e-05	0.000443624	0.017029809	0.43996838	0.38459575	0.15792632
</S>	1.8903158e-10	3.4995136e-08	1.7005814e-06	3.6849167e-05	0.0020626362	0.03628551	0.8485884	0.11302486
