 	credo	che	stanno	ancora	svegli	</S>
p	0.76003075	0.0046088826	0.006640444	0.0064103436	0.024510285	0.19779938
i	0.9967924	0.002490812	0.00040041108	0.00025044783	4.1234034e-05	2.4654228e-05
s	0.78340966	0.2034813	0.009666503	0.0014268622	8.307933e-05	0.0019325486
t	0.59698164	0.3573099	0.043578062	0.0017059419	0.00015572637	0.0002687969
è	0.6445207	0.09209719	0.024337042	0.012949427	0.13420333	0.09189234
o	0.6051816	0.36690125	0.02464975	0.0010868359	0.0003217057	0.0018588153
k	0.0025600384	0.856508	0.13640745	0.00235515	0.00027920966	0.0018901686
a	0.0016114832	0.33788466	0.6574704	0.0026134888	0.00019259073	0.00022738769
s	0.00014977502	0.15668987	0.7686134	0.058728725	0.00026019686	0.015558092
t	5.588066e-06	0.026398726	0.94627	0.025735166	0.00044124294	0.0011492319
è	0.005615199	0.052869905	0.8342895	0.010873841	0.023378307	0.07297327
o	0.012600801	0.057548985	0.46017525	0.055732418	0.00087062677	0.41307196
n	1.8960737e-06	0.0006904348	0.06252907	0.872009	0.011872062	0.052897558
e	2.517843e-06	0.0008078041	0.18533422	0.80556667	0.0055434466	0.0027452966
a	6.7570527e-06	0.0003441387	0.007533941	0.97357124	0.0007137388	0.017830253
n	4.240755e-06	2.8814291e-05	0.00093616993	0.9758893	0.014685209	0.008456232
k	7.3326475e-05	0.00026181227	0.0054557337	0.986219	0.007131978	0.0008581932
ò	7.9097845e-05	0.00077916315	0.002498368	0.029620878	0.010730213	0.9562923
r	4.5030316e-05	0.0013510204	0.0022863017	0.022696067	0.0024042774	0.97121733
a	1.5854606e-06	0.0007167161	0.0057110074	0.9006321	0.025165968	0.067772664
a	4.6502493e-05	1.4916468e-05	0.00019971645	0.44879055	0.24083318	0.31011513
t	1.9230245e-06	3.98466e-06	4.502685e-06	0.046326622	0.70013016	0.25353286
s	0.00012861512	0.00018491512	0.0003140249	0.31690148	0.6707787	0.011692241
ù	1.3508014e-05	0.00021641038	0.0005276302	0.056895956	0.7403635	0.20198299
n	1.3858127e-05	0.00011316636	0.00026169934	0.028972052	0.37515816	0.59548104
n	2.8857915e-08	2.7873818e-06	2.5550014e-05	0.02608312	0.49947757	0.4744109
i	9.496143e-06	0.001390129	0.0012458079	0.004481178	0.07720973	0.91566366
t	4.4120483e-07	4.5631616e-08	4.5068003e-08	0.00039276807	0.8314195	0.1681872
i	8.8973486e-08	2.472029e-06	1.6498632e-05	0.0028010653	0.06542869	0.9317512
</S>	1.10977055e-07	1.5795954e-06	3.703277e-07	0.0006473955	0.07413085	0.9252197
